=== 自动建图数据 ===
总步数: 562
总时间: 180.86秒
建图方式: 自动探索算法

=== 扫描数据 ===
步数,时间,X,Y,角度,前方,左侧,右侧,后方,最小距离
75,149.76,0.750,0.000,-0.060,2.25,2.83,2.97,5.00,2.25
76,149.82,0.760,0.000,-0.060,2.25,2.83,2.97,5.00,2.25
77,149.89,0.770,0.000,-0.060,2.23,2.83,2.98,5.00,2.23
78,149.95,0.780,0.000,-0.060,2.23,2.83,2.98,5.00,2.23
79,150.02,0.790,0.000,-0.060,2.22,2.82,2.97,5.00,2.22
80,150.08,0.800,0.000,-0.060,2.21,2.81,2.96,5.00,2.21
81,150.14,0.810,0.000,-0.060,2.21,2.83,2.97,5.00,2.21
82,150.21,0.820,0.000,-0.060,2.20,2.82,2.97,5.00,2.20
83,150.27,0.830,0.000,-0.060,2.20,2.81,2.96,5.00,2.20
84,150.34,0.840,0.000,-0.060,2.19,2.82,2.96,5.00,2.19
85,150.40,0.850,0.000,-0.060,2.18,2.81,2.96,5.00,2.18
86,150.46,0.860,0.000,-0.060,2.18,2.82,2.96,5.00,2.18
87,150.53,0.870,0.000,-0.060,2.17,2.81,2.95,5.00,2.17
88,150.59,0.880,0.000,-0.060,2.16,2.82,2.96,5.00,2.16
89,150.66,0.890,0.000,-0.060,2.16,2.81,2.95,5.00,2.16
90,150.72,0.900,0.000,-0.060,2.16,2.81,2.96,5.00,2.16
91,150.78,0.910,0.000,-0.060,2.15,2.81,2.95,5.00,2.15
92,150.85,0.920,0.000,-0.060,2.14,2.80,2.94,5.00,2.14
93,150.91,0.930,0.000,-0.060,2.14,2.80,2.94,5.00,2.14
94,150.98,0.940,0.000,-0.060,2.12,2.80,2.95,5.00,2.12
95,151.04,0.950,0.000,-0.060,2.12,2.80,2.95,5.00,2.12
96,151.10,0.960,0.000,-0.060,2.12,2.80,2.94,5.00,2.12
97,151.17,0.970,0.000,-0.060,2.11,2.80,2.94,5.00,2.11
98,151.23,0.980,0.000,-0.060,2.10,2.79,2.94,5.00,2.10
99,151.30,0.990,0.000,-0.060,2.09,2.78,2.94,5.00,2.09
100,151.36,1.000,0.000,-0.060,2.09,2.78,2.93,5.00,2.09
101,151.42,1.010,0.000,-0.060,2.08,2.78,2.93,5.00,2.08
102,151.49,1.020,0.000,-0.060,2.07,2.79,2.93,5.00,2.07
103,151.55,1.030,0.000,-0.060,2.07,2.77,2.93,5.00,2.07
104,151.62,1.040,0.000,-0.060,2.07,2.78,2.92,5.00,2.07
105,151.68,1.050,0.000,-0.060,2.06,2.77,2.92,5.00,2.06
106,151.74,1.060,0.000,-0.060,2.05,2.76,2.92,5.00,2.05
107,151.81,1.070,0.000,-0.060,2.05,2.77,2.92,5.00,2.05
108,151.87,1.080,0.000,-0.060,2.04,2.76,2.92,5.00,2.04
109,151.94,1.090,0.000,-0.060,2.02,2.77,2.92,5.00,2.02
110,152.00,1.100,0.000,-0.060,2.02,2.77,2.92,5.00,2.02
111,152.06,1.110,0.000,-0.060,2.01,2.77,2.92,5.00,2.01
112,152.13,1.120,0.000,-0.060,2.01,2.75,2.91,5.00,2.01
113,152.19,1.130,0.000,-0.060,2.02,2.76,2.92,5.00,2.02
114,152.26,1.140,0.000,-0.060,2.00,2.75,2.91,5.00,2.00
115,152.32,1.150,0.000,-0.060,2.00,2.74,2.92,5.00,2.00
116,152.38,1.160,0.000,-0.060,1.99,2.74,2.92,5.00,1.99
117,152.45,1.170,0.000,-0.060,1.96,1.32,2.89,5.00,1.32
118,152.51,1.180,0.000,-0.060,1.98,1.24,2.89,5.00,1.24
119,152.58,1.190,0.000,-0.060,1.96,1.12,2.90,5.00,1.12
120,152.64,1.200,0.000,-0.060,1.96,1.00,2.88,5.00,1.00
121,152.70,1.210,0.000,0.029,1.96,2.83,2.80,5.00,1.96
122,152.77,1.220,0.000,0.029,1.95,2.82,2.79,5.00,1.95
123,152.83,1.230,0.000,0.029,1.95,2.83,2.80,5.00,1.95
124,152.90,1.240,0.000,0.029,1.95,2.83,2.80,5.00,1.95
125,152.96,1.250,0.000,0.029,1.94,2.83,2.80,5.00,1.94
126,153.02,1.260,0.000,0.029,1.93,2.82,2.79,5.00,1.93
127,153.09,1.270,0.000,0.029,1.93,2.81,2.79,5.00,1.93
128,153.15,1.280,0.000,0.029,1.93,2.82,2.79,5.00,1.93
129,153.22,1.290,0.000,0.029,1.92,2.81,2.78,5.00,1.92
130,153.28,1.300,0.000,0.029,1.91,2.82,2.77,5.00,1.91
131,153.34,1.310,0.000,0.029,1.90,2.82,2.77,5.00,1.90
132,153.41,1.320,0.000,0.029,1.89,2.79,2.76,5.00,1.89
133,153.47,1.330,0.000,0.029,1.89,2.80,2.77,5.00,1.89
134,153.54,1.340,0.000,0.029,1.88,2.80,2.77,5.00,1.88
135,153.60,1.350,0.000,0.029,1.87,0.92,2.77,5.00,0.92
136,153.66,1.360,0.000,0.029,1.87,0.93,2.78,5.00,0.93
137,153.73,1.370,0.000,0.029,1.86,0.92,2.75,5.00,0.92
138,153.79,1.380,0.000,0.029,1.86,0.93,2.77,5.00,0.93
139,153.86,1.390,0.000,0.029,1.86,0.93,2.75,5.00,0.93
140,153.92,1.400,0.000,0.029,1.84,0.93,2.76,5.00,0.93
141,153.98,1.410,0.000,0.029,1.83,0.92,2.76,5.00,0.92
142,154.05,1.420,0.000,0.029,1.84,0.93,2.74,5.00,0.93
143,154.11,1.430,0.000,0.029,1.82,0.92,2.75,5.00,0.92
144,154.18,1.440,0.000,0.029,1.83,0.94,2.74,5.00,0.94
145,154.24,1.450,0.000,0.029,1.80,0.91,2.73,5.00,0.91
146,154.30,1.460,0.000,0.029,1.81,0.92,2.73,5.00,0.92
147,154.37,1.470,0.000,0.029,1.79,0.92,2.74,5.00,0.92
148,154.43,1.480,0.000,0.029,1.80,0.93,2.74,5.00,0.93
149,154.50,1.490,0.000,0.029,1.78,0.92,2.73,5.00,0.92
150,154.56,1.500,0.000,0.029,1.78,0.92,2.71,5.00,0.92
151,154.62,1.510,0.000,0.029,1.78,0.93,2.72,5.00,0.93
152,154.69,1.520,0.000,0.029,1.77,0.92,2.71,5.00,0.92
153,154.75,1.530,0.000,0.029,1.76,0.92,2.73,5.00,0.92
154,154.82,1.540,0.000,0.029,1.75,0.92,2.72,5.00,0.92
155,154.88,1.550,0.000,0.029,1.75,0.92,2.72,5.00,0.92
156,154.94,1.560,0.000,0.029,1.73,0.91,2.70,5.00,0.91
157,155.01,1.570,0.000,0.029,1.73,0.92,2.69,5.00,0.92
158,155.07,1.580,0.000,0.029,1.73,0.92,2.71,5.00,0.92
159,155.14,1.590,0.000,0.029,1.72,0.92,2.71,5.00,0.92
160,155.20,1.600,0.000,0.029,1.71,0.91,2.69,5.00,0.91
161,155.26,1.610,0.000,0.029,1.71,0.93,2.68,5.00,0.93
162,155.33,1.620,0.000,0.029,1.70,0.92,2.68,5.00,0.92
163,155.39,1.630,0.000,0.029,1.70,0.93,2.70,5.00,0.93
164,155.46,1.640,0.000,0.029,1.69,0.92,2.69,5.00,0.92
165,155.52,1.650,0.000,0.029,1.68,0.92,2.69,5.00,0.92
166,155.58,1.660,0.000,0.029,1.68,0.92,2.67,5.00,0.92
167,155.65,1.670,0.000,0.029,1.67,0.92,2.68,5.00,0.92
168,155.71,1.680,0.000,0.029,1.66,0.91,2.68,5.00,0.91
169,155.78,1.690,0.000,0.029,1.65,0.92,2.67,5.00,0.92
170,155.84,1.700,0.000,0.029,1.65,0.91,2.67,5.00,0.91
171,155.90,1.710,0.000,0.029,1.65,0.92,2.67,5.00,0.92
172,155.97,1.720,0.000,0.029,1.64,0.92,2.65,5.00,0.92
173,156.03,1.730,0.000,0.029,1.64,0.92,2.65,5.00,0.92
174,156.10,1.740,0.000,0.029,1.63,0.92,2.65,5.00,0.92
175,156.16,1.750,0.000,0.029,1.62,0.92,2.66,5.00,0.92
176,156.22,1.760,0.000,0.029,1.61,0.91,2.65,5.00,0.91
177,156.29,1.770,0.000,0.029,1.62,0.93,2.64,5.00,0.93
178,156.35,1.780,0.000,0.029,1.60,0.92,2.64,5.00,0.92
179,156.42,1.790,0.000,0.029,1.60,0.92,2.64,5.00,0.92
180,156.48,1.800,0.000,0.029,1.58,0.91,2.64,5.00,0.91
181,156.54,1.810,0.000,-0.059,1.59,2.53,2.76,5.00,1.59
182,156.61,1.820,0.000,-0.059,1.59,2.55,2.78,5.00,1.59
183,156.67,1.830,0.000,-0.059,1.57,2.53,2.77,5.00,1.57
184,156.74,1.840,0.000,-0.059,1.57,2.53,2.77,5.00,1.57
185,156.80,1.850,0.000,-0.059,1.57,2.51,2.74,5.00,1.57
186,156.86,1.860,0.000,-0.059,1.55,2.52,2.75,5.00,1.55
187,156.93,1.870,0.000,-0.059,1.55,2.52,2.75,5.00,1.55
188,156.99,1.880,0.000,-0.059,1.55,2.50,2.73,5.00,1.55
189,157.06,1.890,0.000,-0.059,1.54,2.50,2.72,5.00,1.54
190,157.12,1.900,0.000,-0.059,1.53,2.51,2.74,5.00,1.53
191,157.18,1.910,0.000,-0.059,1.52,2.50,2.74,5.00,1.52
192,157.25,1.920,0.000,-0.059,1.51,2.50,2.73,5.00,1.51
193,157.31,1.930,0.000,-0.059,1.51,2.50,2.74,5.00,1.51
194,157.38,1.940,0.000,-0.059,1.51,2.50,2.73,5.00,1.51
195,157.44,1.950,0.000,-0.059,1.50,2.47,2.70,5.00,1.50
196,157.50,1.960,0.000,-0.059,1.50,2.47,2.70,5.00,1.50
197,157.57,1.970,0.000,-0.059,1.49,2.49,2.72,5.00,1.49
198,157.63,1.980,0.000,-0.059,1.48,2.48,2.72,5.00,1.48
199,157.70,1.990,0.000,-0.059,1.48,2.46,2.69,5.00,1.48
200,157.76,2.000,0.000,-0.059,1.47,2.46,2.69,5.00,1.47
201,157.82,2.010,0.000,-0.059,1.46,2.47,2.70,5.00,1.46
202,157.89,2.020,0.000,-0.059,1.45,2.46,2.70,5.00,1.45
203,157.95,2.030,0.000,-0.059,1.44,2.46,2.69,5.00,1.44
204,158.02,2.040,0.000,-0.059,1.44,2.46,2.69,5.00,1.44
205,158.08,2.050,0.000,-0.059,1.44,2.44,2.67,5.00,1.44
206,158.14,2.060,0.000,-0.059,1.43,2.45,2.69,5.00,1.43
207,158.21,2.070,0.000,-0.059,1.42,2.45,2.67,5.00,1.42
208,158.27,2.080,0.000,-0.059,1.42,2.44,2.68,5.00,1.42
209,158.34,2.090,0.000,-0.059,1.41,2.42,2.65,5.00,1.41
210,158.40,2.100,0.000,-0.059,1.41,2.42,2.65,5.00,1.41
211,158.46,2.110,0.000,-0.059,1.40,2.43,2.67,5.00,1.40
212,158.53,2.120,0.000,-0.059,1.39,2.43,2.66,5.00,1.39
213,158.59,2.130,0.000,-0.059,1.38,2.41,2.64,5.00,1.38
214,158.66,2.140,0.000,-0.059,1.36,2.41,2.64,5.00,1.36
215,158.72,2.150,0.000,-0.059,1.38,2.40,2.64,5.00,1.38
216,158.78,2.160,0.000,-0.059,1.37,2.39,2.63,5.00,1.37
217,158.85,2.170,0.000,-0.059,1.36,2.41,2.65,5.00,1.36
218,158.91,2.180,0.000,-0.059,1.37,2.40,2.64,5.00,1.37
219,158.98,2.190,0.000,-0.059,1.35,2.38,2.61,5.00,1.35
220,159.04,2.200,0.000,-0.059,1.35,2.38,2.62,5.00,1.35
221,159.10,2.210,0.000,-0.059,1.34,2.37,2.64,5.00,1.34
222,159.17,2.220,0.000,-0.059,1.32,2.39,2.63,5.00,1.32
223,159.23,2.230,0.000,-0.059,1.32,2.36,2.60,5.00,1.32
224,159.30,2.240,0.000,-0.059,1.31,2.35,2.59,5.00,1.31
225,159.36,2.250,0.000,-0.059,1.31,2.38,2.59,5.00,1.31
226,159.42,2.260,0.000,-0.059,1.30,2.37,2.61,5.00,1.30
227,159.49,2.270,0.000,-0.059,1.30,2.34,2.59,5.00,1.30
228,159.55,2.280,0.000,-0.059,1.29,2.33,2.58,5.00,1.29
229,159.62,2.290,0.000,-0.059,1.28,2.36,2.60,5.00,1.28
230,159.68,2.300,0.000,-0.059,1.27,2.35,2.60,5.00,1.27
231,159.74,2.310,0.000,-0.059,1.28,2.32,2.58,5.00,1.28
232,159.81,2.320,0.000,-0.059,1.26,2.34,2.59,5.00,1.26
233,159.87,2.330,0.000,-0.059,1.26,2.34,2.58,5.00,1.26
234,159.94,2.340,0.000,-0.059,1.25,2.31,2.55,5.00,1.25
235,160.00,2.350,0.000,-0.059,1.25,2.30,2.55,5.00,1.25
236,160.06,2.360,0.000,-0.059,1.25,2.30,2.54,5.00,1.25
237,160.13,2.370,0.000,-0.059,1.23,2.29,2.53,5.00,1.23
238,160.19,2.380,0.000,-0.059,1.23,2.28,2.53,5.00,1.23
239,160.26,2.390,0.000,-0.059,1.23,2.28,2.53,5.00,1.23
240,160.32,2.400,0.000,-0.059,1.22,2.28,2.52,5.00,1.22
241,160.38,2.410,0.000,-0.059,1.20,2.29,2.54,5.00,1.20
242,160.45,2.420,0.000,-0.059,1.21,2.28,2.52,5.00,1.21
243,160.51,2.430,0.000,-0.059,1.20,2.30,2.54,5.00,1.20
244,160.58,2.440,0.000,-0.059,1.18,2.28,2.52,5.00,1.18
245,160.64,2.450,0.000,-0.059,1.20,2.26,2.51,5.00,1.20
246,160.70,2.460,0.000,-0.059,1.18,2.25,2.49,5.00,1.18
247,160.77,2.470,0.000,-0.059,1.16,2.26,2.51,5.00,1.16
248,160.83,2.480,0.000,-0.059,1.16,2.26,2.50,5.00,1.16
249,160.90,2.490,0.000,-0.059,1.15,2.23,2.47,5.00,1.15
250,160.96,2.500,0.000,-0.059,1.15,2.25,2.49,5.00,1.15
251,161.02,2.510,0.000,-0.059,1.16,2.23,2.48,5.00,1.16
252,161.09,2.520,0.000,-0.059,1.14,2.22,2.47,5.00,1.14
253,161.15,2.530,0.000,-0.059,1.13,2.24,2.49,5.00,1.13
254,161.22,2.540,0.000,-0.059,1.13,2.24,2.49,5.00,1.13
255,161.28,2.550,0.000,-0.059,1.11,2.23,2.47,5.00,1.11
256,161.34,2.560,0.000,-0.059,1.12,2.21,2.45,5.00,1.12
257,161.41,2.570,0.000,-0.059,1.11,2.22,2.46,5.00,1.11
258,161.47,2.580,0.000,-0.059,1.11,2.22,2.47,5.00,1.11
259,161.54,2.590,0.000,-0.059,1.09,2.21,2.46,5.00,1.09
260,161.60,2.600,0.000,-0.059,1.09,2.20,2.45,5.00,1.09
261,161.66,2.610,0.000,-0.059,1.08,2.18,2.42,5.00,1.08
262,161.73,2.620,0.000,-0.059,1.07,2.16,2.41,5.00,1.07
263,161.79,2.630,0.000,-0.059,1.07,2.19,2.44,5.00,1.07
264,161.86,2.640,0.000,-0.059,1.06,2.18,2.43,5.00,1.06
265,161.92,2.650,0.000,-0.059,1.05,2.18,2.42,5.00,1.05
266,161.98,2.660,0.000,-0.059,1.06,2.16,2.40,5.00,1.06
267,162.05,2.670,0.000,-0.059,1.04,2.14,2.39,5.00,1.04
268,162.11,2.680,0.000,-0.059,1.03,2.16,2.40,5.00,1.03
269,162.18,2.690,0.000,-0.059,1.04,2.14,2.39,5.00,1.04
270,162.24,2.700,0.000,-0.059,1.02,2.12,2.41,5.00,1.02
271,162.30,2.710,0.000,-0.059,1.01,2.14,2.39,5.00,1.01
272,162.37,2.720,0.000,-0.059,1.02,2.11,2.38,5.00,1.02
273,162.43,2.730,0.000,-0.059,1.00,2.13,2.39,5.00,1.00
274,162.50,2.740,0.000,-0.059,1.00,2.13,2.35,5.00,1.00
275,162.56,2.750,0.000,-0.059,1.00,2.10,2.35,5.00,1.00
276,162.62,2.760,0.000,-0.059,0.99,2.12,2.34,5.00,0.99
277,162.69,2.770,0.000,-0.059,0.98,2.11,2.33,5.00,0.98
278,162.75,2.780,0.000,-0.059,0.97,2.11,2.36,5.00,0.97
279,162.82,2.790,0.000,-0.059,0.97,2.08,2.33,5.00,0.97
280,162.88,2.800,0.000,-0.059,0.96,2.06,2.32,5.00,0.96
281,162.94,2.810,0.000,-0.059,0.96,2.06,2.31,5.00,0.96
282,163.01,2.820,0.000,-0.059,0.95,2.05,2.30,5.00,0.95
283,163.07,2.830,0.000,-0.059,0.93,2.07,2.32,5.00,0.93
284,163.14,2.840,0.000,-0.059,0.94,2.07,2.33,5.00,0.94
285,163.20,2.850,0.000,-0.059,0.93,2.06,2.32,5.00,0.93
286,163.26,2.860,0.000,-0.059,0.92,2.02,2.28,5.00,0.92
287,163.33,2.870,0.000,-0.059,0.91,2.04,2.30,5.00,0.91
288,163.39,2.880,0.000,-0.059,0.91,2.01,2.26,5.00,0.91
289,163.46,2.890,0.000,-0.059,0.90,2.00,2.26,5.00,0.90
290,163.52,2.900,0.000,-0.059,0.90,2.03,2.28,5.00,0.90
291,163.58,2.910,0.000,-0.059,0.90,2.00,2.25,5.00,0.90
292,163.65,2.920,0.000,-0.059,0.88,1.98,2.27,5.00,0.88
293,163.71,2.930,0.000,-0.059,0.87,0.38,2.26,5.00,0.38
294,163.78,2.940,0.000,-0.059,0.87,0.30,2.27,5.00,0.30
295,163.84,2.950,0.000,-0.059,0.87,0.21,2.22,5.00,0.21
296,163.90,2.960,0.000,-0.059,0.84,5.00,2.21,5.00,0.84
297,163.97,2.970,0.000,-0.059,0.86,5.00,2.21,5.00,0.86
298,164.03,2.980,0.000,-0.059,0.85,5.00,2.20,5.00,0.85
299,164.10,2.990,0.000,-0.059,0.85,5.00,2.20,5.00,0.85
300,164.16,3.000,0.000,-0.059,0.83,5.00,2.22,5.00,0.83
301,164.22,3.010,0.000,0.030,0.83,5.00,2.02,5.00,0.83
302,164.29,3.020,0.000,0.030,0.83,5.00,1.98,5.00,0.83
303,164.35,3.030,0.000,0.030,0.82,5.00,2.01,5.00,0.82
304,164.42,3.040,0.000,0.030,0.82,5.00,2.00,5.00,0.82
305,164.48,3.050,0.000,0.030,0.82,5.00,1.97,5.00,0.82
306,164.54,3.060,0.000,0.030,0.82,5.00,1.96,5.00,0.82
307,164.61,3.070,0.000,0.030,0.80,5.00,1.98,5.00,0.80
308,164.67,3.080,0.000,0.030,0.80,5.00,1.94,5.00,0.80
309,164.74,3.090,0.000,0.030,0.78,5.00,1.96,5.00,0.78
310,164.80,3.100,0.000,0.030,0.77,5.00,1.96,5.00,0.77
311,164.86,3.110,0.000,0.030,0.77,5.00,1.95,5.00,0.77
312,164.93,3.120,0.000,0.030,0.77,5.00,1.92,5.00,0.77
313,164.99,3.130,0.000,0.030,0.75,5.00,1.94,5.00,0.75
314,165.06,3.140,0.000,0.030,0.76,5.00,1.90,5.00,0.76
315,165.12,3.150,0.000,0.030,0.74,5.00,1.93,5.00,0.74
316,165.18,3.160,0.000,0.030,0.73,5.00,1.91,5.00,0.73
317,165.25,3.170,0.000,0.030,0.74,5.00,1.92,5.00,0.74
318,165.31,3.180,0.000,0.030,0.73,5.00,1.91,5.00,0.73
319,165.38,3.190,0.000,0.030,0.72,5.00,1.90,5.00,0.72
320,165.44,3.200,0.000,0.030,0.71,5.00,1.89,5.00,0.71
321,165.50,3.210,0.000,0.030,0.71,5.00,1.86,5.00,0.71
322,165.57,3.220,0.000,0.030,0.70,5.00,1.84,5.00,0.70
323,165.63,3.230,0.000,0.030,0.69,5.00,1.86,5.00,0.69
324,165.70,3.240,0.000,0.030,0.70,5.00,1.83,5.00,0.70
325,165.76,3.250,0.000,0.030,0.68,5.00,1.82,5.00,0.68
326,165.82,3.260,0.000,0.030,0.67,5.00,1.83,5.00,0.67
327,165.89,3.270,0.000,0.030,0.67,5.00,1.83,5.00,0.67
328,165.95,3.280,0.000,0.030,0.66,5.00,1.83,5.00,0.66
329,166.02,3.290,0.000,0.030,0.66,5.00,1.79,5.00,0.66
330,166.08,3.300,0.000,0.030,0.65,5.00,1.79,5.00,0.65
331,166.14,3.310,0.000,0.030,0.65,5.00,1.78,5.00,0.65
332,166.21,3.320,0.000,0.030,0.64,5.00,1.77,5.00,0.64
333,166.27,3.330,0.000,0.030,0.63,5.00,1.80,5.00,0.63
334,166.34,3.340,0.000,0.030,0.62,5.00,1.79,5.00,0.62
335,166.40,3.350,0.000,0.030,0.62,5.00,1.74,5.00,0.62
336,166.46,3.360,0.000,0.030,0.61,5.00,1.77,5.00,0.61
337,166.53,3.370,0.000,0.030,0.62,5.00,1.73,5.00,0.62
338,166.59,3.380,0.000,0.030,0.61,5.00,1.73,5.00,0.61
339,166.66,3.390,0.000,0.030,0.59,5.00,1.74,5.00,0.59
340,166.72,3.400,0.000,0.030,0.58,5.00,1.73,5.00,0.58
341,166.78,3.410,0.000,0.030,0.58,5.00,1.72,5.00,0.58
342,166.85,3.420,0.000,0.030,0.58,5.00,1.68,5.00,0.58
343,166.91,3.430,0.000,0.030,0.57,5.00,1.67,5.00,0.57
344,166.98,3.440,0.000,0.030,0.56,5.00,1.70,5.00,0.56
345,167.04,3.450,0.000,0.030,0.55,5.00,1.68,5.00,0.55
346,167.10,3.460,0.000,0.030,0.55,5.00,1.68,5.00,0.55
347,167.17,3.470,0.000,0.030,0.55,1.81,1.67,5.00,0.55
348,167.23,3.480,0.000,0.030,0.54,1.80,1.66,5.00,0.54
349,167.30,3.490,0.000,0.030,0.53,1.78,1.65,5.00,0.53
350,167.36,3.500,0.000,0.030,0.53,1.74,1.61,5.00,0.53
351,167.42,3.510,0.000,0.030,0.53,1.78,1.64,5.00,0.53
352,167.49,3.520,0.000,0.030,0.52,1.73,1.60,5.00,0.52
353,167.55,3.530,0.000,0.030,0.51,1.71,1.58,5.00,0.51
354,167.62,3.540,0.000,0.030,0.49,1.73,1.60,5.00,0.49
355,167.68,3.550,0.000,0.030,0.49,1.73,1.59,5.00,0.49
356,167.74,3.560,0.000,0.030,0.49,1.68,1.55,5.00,0.49
357,167.81,3.570,0.000,0.030,0.48,1.71,1.58,5.00,0.48
