=== 自动建图数据 ===
总步数: 1224
总时间: 85.31秒
建图方式: 自动探索算法

=== 扫描数据 ===
步数,时间,X,Y,角度,前方,左侧,右侧,后方,最小距离
496,38.72,4.960,0.000,1.012,0.19,5.00,0.93,3.44,0.19
497,38.78,4.970,0.000,0.964,0.20,5.00,0.96,5.00,0.20
498,38.85,4.980,0.000,0.917,0.21,5.00,0.98,5.00,0.21
499,38.91,4.990,0.000,0.869,0.22,5.00,1.01,5.00,0.22
500,38.98,5.000,0.000,0.821,0.23,5.00,1.04,5.00,0.23
501,39.04,5.010,0.000,0.774,0.22,1.42,1.05,5.00,0.22
502,39.10,5.020,0.000,0.726,0.25,1.37,1.09,5.00,0.25
503,39.17,5.030,0.000,0.679,0.26,1.30,1.12,2.50,0.26
504,39.23,5.040,0.000,0.631,0.27,1.24,1.16,2.43,0.27
505,39.30,5.050,0.000,0.583,0.30,1.37,1.22,2.50,0.30
506,39.36,5.060,0.000,0.536,0.32,1.44,1.25,5.00,0.32
507,39.42,5.070,0.000,0.488,0.35,3.39,1.30,5.00,0.35
508,39.49,5.080,0.000,0.441,0.94,3.28,1.34,5.00,0.94
509,39.55,5.090,0.000,0.393,0.92,3.17,1.41,5.00,0.92
510,39.62,5.100,0.000,0.345,0.91,3.02,1.47,1.61,0.91
511,39.68,5.110,0.000,0.297,0.89,2.91,1.53,1.58,0.89
512,39.74,5.120,0.000,0.250,0.88,2.79,1.60,1.55,0.88
513,39.81,5.130,0.000,0.202,0.89,2.63,1.67,1.71,0.89
514,39.87,5.140,0.000,0.153,0.88,2.54,1.75,5.00,0.88
515,39.94,5.150,0.000,0.105,0.87,2.42,1.86,3.09,0.87
516,40.00,5.160,0.000,0.056,0.87,2.30,1.95,3.08,0.87
517,40.06,5.170,0.000,0.007,0.87,2.17,2.04,5.00,0.87
518,40.13,5.180,0.000,-0.041,0.86,0.33,2.15,5.00,0.33
519,40.19,5.190,0.000,-0.088,0.86,0.18,2.27,5.00,0.18
520,40.26,5.200,0.000,-0.136,0.86,0.13,2.38,5.00,0.13
521,40.32,5.210,0.000,-0.183,0.86,0.12,2.49,5.00,0.12
522,40.38,5.220,0.000,-0.231,0.88,0.14,2.60,5.00,0.14
523,40.45,5.230,0.000,-0.278,0.88,0.13,2.74,2.49,0.13
524,40.51,5.240,0.000,-0.326,0.90,0.14,2.84,2.27,0.14
525,40.58,5.250,0.000,-0.373,0.90,0.13,2.99,2.32,0.13
526,40.64,5.260,0.000,-0.421,0.92,0.14,3.09,2.38,0.14
527,40.70,5.270,0.000,-0.468,0.92,0.14,3.21,5.00,0.14
528,40.77,5.280,0.000,-0.468,0.92,0.14,3.24,5.00,0.14
529,40.83,5.290,0.000,-0.467,0.92,0.14,3.20,5.00,0.14
530,40.90,5.300,0.000,-0.467,0.92,0.14,3.25,5.00,0.14
531,40.96,5.310,0.000,-0.467,0.93,0.15,3.21,5.00,0.15
532,41.02,5.320,0.000,-0.467,0.93,0.15,3.21,5.00,0.15
533,41.09,5.330,0.000,-0.467,0.92,0.14,3.25,5.00,0.14
534,41.15,5.340,0.000,-0.467,0.92,0.14,3.20,5.00,0.14
535,41.22,5.350,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
536,41.28,5.360,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
537,41.34,5.370,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
538,41.41,5.380,0.000,-0.467,0.92,0.14,3.20,5.00,0.14
539,41.47,5.390,0.000,-0.467,0.92,0.14,3.20,5.00,0.14
540,41.54,5.400,0.000,-0.467,0.92,0.15,3.25,5.00,0.15
541,41.60,5.410,0.000,-0.467,0.92,0.14,3.25,5.00,0.14
542,41.66,5.420,0.000,-0.467,0.93,0.15,3.22,5.00,0.15
543,41.73,5.430,0.000,-0.467,0.91,0.13,3.24,5.00,0.13
544,41.79,5.440,0.000,-0.467,0.91,0.13,3.23,5.00,0.13
545,41.86,5.450,0.000,-0.467,0.93,0.16,3.22,5.00,0.16
546,41.92,5.460,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
547,41.98,5.470,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
548,42.05,5.480,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
549,42.11,5.490,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
550,42.18,5.500,0.000,-0.467,0.91,0.13,3.24,5.00,0.13
551,42.24,5.510,0.000,-0.467,0.91,0.13,3.24,5.00,0.13
552,42.30,5.520,0.000,-0.467,0.92,0.14,3.25,5.00,0.14
553,42.37,5.530,0.000,-0.467,0.92,0.14,3.25,5.00,0.14
554,42.43,5.540,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
555,42.50,5.550,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
556,42.56,5.560,0.000,-0.467,0.92,0.14,3.20,5.00,0.14
557,42.62,5.570,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
558,42.69,5.580,0.000,-0.467,0.93,0.16,3.22,5.00,0.16
559,42.75,5.590,0.000,-0.467,0.93,0.16,3.22,5.00,0.16
560,42.82,5.600,0.000,-0.467,0.93,0.15,3.25,5.00,0.15
561,42.88,5.610,0.000,-0.467,0.93,0.15,3.25,5.00,0.15
562,42.94,5.620,0.000,-0.467,0.92,0.14,3.20,5.00,0.14
563,43.01,5.630,0.000,-0.467,0.91,0.13,3.24,5.00,0.13
564,43.07,5.640,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
565,43.14,5.650,0.000,-0.467,0.93,0.16,3.22,5.00,0.16
566,43.20,5.660,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
567,43.26,5.670,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
568,43.33,5.680,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
569,43.39,5.690,0.000,-0.467,0.92,0.14,3.20,5.00,0.14
570,43.46,5.700,0.000,-0.467,0.93,0.15,3.21,5.00,0.15
571,43.52,5.710,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
572,43.58,5.720,0.000,-0.467,0.92,0.14,3.20,5.00,0.14
573,43.65,5.730,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
574,43.71,5.740,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
575,43.78,5.750,0.000,-0.467,0.92,0.15,3.25,5.00,0.15
576,43.84,5.760,0.000,-0.467,0.92,0.14,3.25,5.00,0.14
577,43.90,5.770,0.000,-0.467,0.91,0.13,3.23,5.00,0.13
578,43.97,5.780,0.000,-0.467,0.93,0.16,3.22,5.00,0.16
579,44.03,5.790,0.000,-0.467,0.92,0.15,3.25,5.00,0.15
580,44.10,5.800,0.000,-0.467,0.91,0.14,3.24,5.00,0.14
581,44.16,5.810,0.000,-0.467,0.91,0.13,3.24,5.00,0.13
582,44.22,5.820,0.000,-0.467,0.91,0.14,3.20,5.00,0.14
583,44.29,5.830,0.000,-0.467,0.92,0.15,3.25,5.00,0.15
584,44.35,5.840,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
585,44.42,5.850,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
586,44.48,5.860,0.000,-0.467,0.92,0.14,3.20,5.00,0.14
587,44.54,5.870,0.000,-0.467,0.92,0.14,3.25,5.00,0.14
588,44.61,5.880,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
589,44.67,5.890,0.000,-0.467,0.92,0.14,3.25,5.00,0.14
590,44.74,5.900,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
591,44.80,5.910,0.000,-0.467,0.92,0.14,3.25,5.00,0.14
592,44.86,5.920,0.000,-0.467,0.93,0.15,3.22,5.00,0.15
593,44.93,5.930,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
594,44.99,5.940,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
595,45.06,5.950,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
596,45.12,5.960,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
597,45.18,5.970,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
598,45.25,5.980,0.000,-0.467,0.93,0.15,3.25,5.00,0.15
599,45.31,5.990,0.000,-0.467,0.92,0.14,3.20,5.00,0.14
600,45.38,6.000,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
601,45.44,6.010,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
602,45.50,6.020,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
603,45.57,6.030,0.000,-0.467,0.92,0.14,3.25,5.00,0.14
604,45.63,6.040,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
605,45.70,6.050,0.000,-0.467,0.93,0.15,3.21,5.00,0.15
606,45.76,6.060,0.000,-0.467,0.92,0.14,3.25,5.00,0.14
607,45.82,6.070,0.000,-0.467,0.92,0.14,3.20,5.00,0.14
608,45.89,6.080,0.000,-0.467,0.92,0.14,3.20,5.00,0.14
609,45.95,6.090,0.000,-0.467,0.92,0.14,3.25,5.00,0.14
610,46.02,6.100,0.000,-0.467,0.91,0.14,3.24,5.00,0.14
611,46.08,6.110,0.000,-0.467,0.92,0.14,3.21,5.00,0.14
612,46.14,6.120,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
613,46.21,6.130,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
614,46.27,6.140,0.000,-0.467,0.93,0.15,3.21,5.00,0.15
615,46.34,6.150,0.000,-0.467,0.91,0.14,3.24,5.00,0.14
616,46.40,6.160,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
617,46.46,6.170,0.000,-0.467,0.92,0.14,3.25,5.00,0.14
618,46.53,6.180,0.000,-0.467,0.93,0.15,3.21,5.00,0.15
619,46.59,6.190,0.000,-0.467,0.92,0.14,3.20,5.00,0.14
620,46.66,6.200,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
621,46.72,6.210,0.000,-0.467,0.92,0.14,3.25,5.00,0.14
622,46.78,6.220,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
623,46.85,6.230,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
624,46.91,6.240,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
625,46.98,6.250,0.000,-0.467,0.92,0.14,3.25,5.00,0.14
626,47.04,6.260,0.000,-0.467,0.92,0.14,3.21,5.00,0.14
627,47.10,6.270,0.000,-0.467,0.91,0.14,3.24,5.00,0.14
628,47.17,6.280,0.000,-0.467,0.92,0.14,3.20,5.00,0.14
629,47.23,6.290,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
630,47.30,6.300,0.000,-0.467,0.91,0.14,3.24,5.00,0.14
631,47.36,6.310,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
632,47.42,6.320,0.000,-0.467,0.92,0.15,3.25,5.00,0.15
633,47.49,6.330,0.000,-0.467,0.93,0.15,3.21,5.00,0.15
634,47.55,6.340,0.000,-0.467,0.92,0.15,3.25,5.00,0.15
635,47.62,6.350,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
636,47.68,6.360,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
637,47.74,6.370,0.000,-0.467,0.93,0.15,3.21,5.00,0.15
638,47.81,6.380,0.000,-0.467,0.93,0.15,3.22,5.00,0.15
639,47.87,6.390,0.000,-0.467,0.92,0.14,3.25,5.00,0.14
640,47.94,6.400,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
641,48.00,6.410,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
642,48.06,6.420,0.000,-0.467,0.93,0.15,3.25,5.00,0.15
643,48.13,6.430,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
644,48.19,6.440,0.000,-0.467,0.92,0.14,3.25,5.00,0.14
645,48.26,6.450,0.000,-0.467,0.92,0.14,3.20,5.00,0.14
646,48.32,6.460,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
647,48.38,6.470,0.000,-0.467,0.92,0.14,3.20,5.00,0.14
648,48.45,6.480,0.000,-0.467,0.91,0.13,3.24,5.00,0.13
649,48.51,6.490,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
650,48.58,6.500,0.000,-0.467,0.92,0.14,3.20,5.00,0.14
651,48.64,6.510,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
652,48.70,6.520,0.000,-0.467,0.92,0.14,3.25,5.00,0.14
653,48.77,6.530,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
654,48.83,6.540,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
655,48.90,6.550,0.000,-0.467,0.93,0.15,3.25,5.00,0.15
656,48.96,6.560,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
657,49.02,6.570,0.000,-0.467,0.92,0.14,3.20,5.00,0.14
658,49.09,6.580,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
659,49.15,6.590,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
660,49.22,6.600,0.000,-0.467,0.93,0.15,3.21,5.00,0.15
661,49.28,6.610,0.000,-0.467,0.92,0.14,3.20,5.00,0.14
662,49.34,6.620,0.000,-0.467,0.93,0.15,3.21,5.00,0.15
663,49.41,6.630,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
664,49.47,6.640,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
665,49.54,6.650,0.000,-0.467,0.92,0.14,3.20,5.00,0.14
666,49.60,6.660,0.000,-0.467,0.93,0.15,3.25,5.00,0.15
667,49.66,6.670,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
668,49.73,6.680,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
669,49.79,6.690,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
670,49.86,6.700,0.000,-0.467,0.91,0.13,3.23,5.00,0.13
671,49.92,6.710,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
672,49.98,6.720,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
673,50.05,6.730,0.000,-0.467,0.94,0.16,3.22,5.00,0.16
674,50.11,6.740,0.000,-0.467,0.94,0.16,3.22,5.00,0.16
675,50.18,6.750,0.000,-0.467,0.91,0.13,3.24,5.00,0.13
676,50.24,6.760,0.000,-0.467,0.93,0.15,3.21,5.00,0.15
677,50.30,6.770,0.000,-0.467,0.92,0.14,3.25,5.00,0.14
678,50.37,6.780,0.000,-0.467,0.92,0.15,3.25,5.00,0.15
679,50.43,6.790,0.000,-0.467,0.93,0.15,3.21,5.00,0.15
680,50.50,6.800,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
681,50.56,6.810,0.000,-0.467,0.92,0.14,3.25,5.00,0.14
682,50.62,6.820,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
683,50.69,6.830,0.000,-0.467,0.92,0.14,3.21,5.00,0.14
684,50.75,6.840,0.000,-0.467,0.92,0.14,3.25,5.00,0.14
685,50.82,6.850,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
686,50.88,6.860,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
687,50.94,6.870,0.000,-0.467,0.91,0.14,3.24,5.00,0.14
688,51.01,6.880,0.000,-0.467,0.93,0.15,3.21,5.00,0.15
689,51.07,6.890,0.000,-0.467,0.91,0.13,3.24,5.00,0.13
690,51.14,6.900,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
691,51.20,6.910,0.000,-0.467,0.92,0.15,3.25,5.00,0.15
692,51.26,6.920,0.000,-0.467,0.93,0.15,3.21,5.00,0.15
693,51.33,6.930,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
694,51.39,6.940,0.000,-0.467,0.92,0.14,3.25,5.00,0.14
695,51.46,6.950,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
696,51.52,6.960,0.000,-0.467,0.92,0.14,3.25,5.00,0.14
697,51.58,6.970,0.000,-0.467,0.92,0.15,3.21,5.00,0.15
698,51.65,6.980,0.000,-0.467,0.93,0.15,3.25,5.00,0.15
699,51.71,6.990,0.000,-0.467,0.92,0.14,3.24,5.00,0.14
700,51.78,7.000,0.000,-0.467,0.93,0.15,3.21,5.00,0.15
701,51.84,7.010,0.000,-0.467,0.92,0.14,3.20,5.00,0.14
702,51.90,7.020,0.000,-0.467,0.93,0.14,3.25,5.00,0.14
703,51.97,7.030,0.000,-0.467,0.93,0.14,3.25,5.00,0.14
704,52.03,7.040,0.000,-0.467,0.93,0.13,3.26,5.00,0.13
705,52.10,7.050,0.000,-0.467,0.93,0.13,3.25,5.00,0.13
706,52.16,7.060,0.000,-0.467,0.94,0.13,3.26,5.00,0.13
707,52.22,7.070,0.000,-0.467,0.95,0.13,3.27,5.00,0.13
708,52.29,7.080,0.000,-0.467,0.96,0.14,3.24,5.00,0.14
709,52.35,7.090,0.000,-0.467,0.96,0.13,3.24,5.00,0.13
710,52.42,7.100,0.000,-0.467,0.96,0.13,3.24,5.00,0.13
711,52.48,7.110,0.000,-0.467,0.97,0.13,3.24,5.00,0.13
712,52.54,7.120,0.000,-0.467,0.98,0.13,3.26,5.00,0.13
713,52.61,7.130,0.000,-0.467,0.97,5.00,3.25,5.00,0.97
714,52.67,7.140,0.000,-0.467,0.97,5.00,3.29,5.00,0.97
715,52.74,7.150,0.000,-0.467,0.98,0.13,3.26,5.00,0.13
716,52.80,7.160,0.000,-0.467,0.98,0.13,3.29,5.00,0.13
717,52.86,7.170,0.000,-0.467,0.99,0.14,3.30,5.00,0.14
718,52.93,7.180,0.000,-0.467,0.99,0.15,3.30,5.00,0.15
719,52.99,7.190,0.000,-0.467,1.00,0.17,3.30,5.00,0.17
720,53.06,7.200,0.000,-0.467,0.99,0.16,3.30,5.00,0.16
721,53.12,7.210,0.000,-0.467,1.00,0.18,3.27,5.00,0.18
722,53.18,7.220,0.000,-0.467,1.01,0.19,3.31,5.00,0.19
723,53.25,7.230,0.000,-0.467,1.01,0.20,3.32,5.00,0.20
724,53.31,7.240,0.000,-0.467,1.02,0.20,3.29,5.00,0.20
725,53.38,7.250,0.000,-0.467,1.02,0.21,3.29,5.00,0.21
726,53.44,7.260,0.000,-0.467,1.02,0.21,3.32,5.00,0.21
727,53.50,7.270,0.000,-0.467,1.03,0.23,3.33,5.00,0.23
728,53.57,7.280,0.000,-0.467,1.03,0.24,3.33,5.00,0.24
729,53.63,7.290,0.000,-0.467,1.05,0.25,3.30,5.00,0.25
730,53.70,7.300,0.000,-0.467,1.05,0.25,3.31,5.00,0.25
731,53.76,7.310,0.000,-0.467,1.05,0.26,3.31,5.00,0.26
732,53.82,7.320,0.000,-0.467,1.06,0.27,3.35,5.00,0.27
733,53.89,7.330,0.000,-0.467,1.06,0.28,3.32,5.00,0.28
734,53.95,7.340,0.000,-0.467,1.06,0.28,3.36,5.00,0.28
735,54.02,7.350,0.000,-0.467,1.07,0.29,3.32,5.00,0.29
736,54.08,7.360,0.000,-0.467,1.08,0.31,3.33,5.00,0.31
737,54.14,7.370,0.000,-0.467,1.08,0.32,3.37,5.00,0.32
738,54.21,7.380,0.000,-0.467,1.08,0.32,3.37,5.00,0.32
739,54.27,7.390,0.000,-0.419,1.06,0.35,3.21,2.23,0.35
740,54.34,7.400,0.000,-0.372,1.06,1.61,3.10,2.17,1.06
741,54.40,7.410,0.000,-0.324,1.04,1.66,2.97,2.12,1.04
742,54.46,7.420,0.000,-0.276,1.03,1.74,2.90,2.27,1.03
743,54.53,7.430,0.000,-0.229,1.02,1.82,2.78,5.00,1.02
744,54.59,7.440,0.000,-0.181,1.01,1.88,2.64,5.00,1.01
745,54.66,7.450,0.000,-0.133,1.00,1.98,2.56,5.00,1.00
746,54.72,7.460,0.000,-0.086,1.01,2.04,2.42,5.00,1.01
747,54.78,7.470,0.000,-0.038,1.00,2.14,2.35,5.00,1.00
748,54.85,7.480,0.000,0.009,1.01,2.23,2.22,5.00,1.01
749,54.91,7.490,0.000,0.057,1.01,2.36,2.16,5.00,1.01
750,54.98,7.500,0.000,0.104,1.00,2.45,2.06,2.95,1.00
751,55.04,7.510,0.000,0.152,1.00,2.56,1.97,2.97,1.00
752,55.10,7.520,0.000,0.199,0.46,2.65,1.88,5.00,0.46
753,55.17,7.530,0.000,0.247,0.36,2.75,1.79,1.68,0.36
754,55.23,7.540,0.000,0.294,0.29,2.86,1.73,1.44,0.29
755,55.30,7.550,0.000,0.342,0.25,3.00,1.66,1.45,0.25
756,55.36,7.560,0.000,0.389,0.23,3.13,1.61,1.48,0.23
757,55.42,7.570,0.000,0.437,0.21,3.26,1.54,1.52,0.21
758,55.49,7.580,0.000,0.485,0.20,1.32,1.50,5.00,0.20
759,55.55,7.590,0.000,0.532,0.18,1.21,1.44,3.39,0.18
760,55.62,7.600,0.000,0.580,0.17,1.13,1.39,5.00,0.17
761,55.68,7.610,0.000,0.627,0.17,1.16,1.35,2.40,0.17
762,55.74,7.620,0.000,0.675,0.18,1.22,1.31,2.34,0.18
763,55.81,7.630,0.000,0.722,0.19,1.26,1.26,2.42,0.19
764,55.87,7.640,0.000,0.770,0.20,5.00,1.23,5.00,0.20
765,55.94,7.650,0.000,0.817,0.19,5.00,1.19,5.00,0.19
766,56.00,7.660,0.000,0.865,0.21,5.00,1.16,5.00,0.21
767,56.06,7.670,0.000,0.913,0.23,5.00,1.15,5.00,0.23
768,56.13,7.680,0.000,0.960,0.24,5.00,1.12,5.00,0.24
769,56.19,7.690,0.000,1.008,0.25,5.00,1.10,5.00,0.25
770,56.26,7.700,0.000,1.056,0.27,5.00,1.08,3.40,0.27
771,56.32,7.710,0.000,1.103,0.28,5.00,1.05,3.31,0.28
772,56.38,7.720,0.000,1.151,0.32,2.24,1.04,3.19,0.32
773,56.45,7.730,0.000,1.199,0.36,2.19,1.03,3.08,0.36
774,56.51,7.740,0.000,1.247,0.39,2.16,1.03,2.93,0.39
775,56.58,7.750,0.000,1.294,1.73,2.42,1.01,2.85,1.01
776,56.64,7.760,0.000,1.342,1.81,5.00,1.00,2.70,1.00
777,56.70,7.770,0.000,1.390,1.91,5.00,0.98,2.61,0.98
778,56.77,7.780,0.000,1.439,1.97,5.00,0.98,2.46,0.98
779,56.83,7.790,0.000,1.487,2.08,5.00,0.98,2.36,0.98
780,56.90,7.800,0.000,1.536,2.17,5.00,0.97,2.28,0.97
781,56.96,7.810,0.000,1.587,2.27,5.00,0.97,2.17,0.97
782,57.02,7.820,0.000,1.635,2.39,2.99,0.98,2.07,0.98
783,57.09,7.830,0.000,1.682,2.48,2.99,0.97,1.98,0.97
784,57.15,7.840,0.000,1.730,2.55,5.00,0.98,1.88,0.98
785,57.22,7.850,0.000,1.777,2.67,5.00,0.98,1.81,0.98
786,57.28,7.860,0.000,1.825,2.78,1.48,0.99,1.73,0.99
787,57.34,7.870,0.000,1.872,2.89,1.48,0.36,1.66,0.36
788,57.41,7.880,0.000,1.920,3.01,1.51,0.32,1.61,0.32
789,57.47,7.890,0.000,1.967,3.16,1.53,0.27,1.54,0.27
790,57.54,7.900,0.000,2.015,3.27,5.00,0.24,1.48,0.24
791,57.60,7.910,0.000,2.062,1.39,5.00,0.21,1.42,0.21
792,57.66,7.920,0.000,2.062,1.41,5.00,0.23,1.43,0.23
793,57.73,7.930,0.000,2.062,1.42,5.00,0.24,1.43,0.24
794,57.79,7.940,0.000,2.061,1.41,5.00,0.24,1.43,0.24
795,57.86,7.950,0.000,2.061,1.41,5.00,0.22,1.41,0.22
796,57.92,7.960,0.000,2.061,1.41,5.00,0.23,1.43,0.23
797,57.98,7.970,0.000,2.061,1.41,5.00,0.24,1.42,0.24
798,58.05,7.980,0.000,2.061,1.41,5.00,0.23,1.42,0.23
799,58.11,7.990,0.000,2.061,1.41,5.00,0.23,1.43,0.23
800,58.18,8.000,0.000,2.061,1.41,5.00,0.22,1.43,0.22
801,58.24,8.010,0.000,2.061,1.41,5.00,0.22,1.43,0.22
802,58.30,8.020,0.000,2.061,1.40,5.00,0.21,1.43,0.21
803,58.37,8.030,0.000,2.061,1.39,5.00,0.20,1.45,0.20
804,58.43,8.040,0.000,2.061,1.39,5.00,0.18,1.44,0.18
805,58.50,8.050,0.000,2.061,1.37,5.00,0.17,1.46,0.17
806,58.56,8.060,0.000,2.061,1.37,5.00,0.15,1.47,0.15
807,58.62,8.070,0.000,2.061,1.36,5.00,0.14,1.47,0.14
808,58.69,8.080,0.000,2.061,1.35,5.00,0.14,1.47,0.14
809,58.75,8.090,0.000,2.061,1.35,5.00,0.14,1.49,0.14
810,58.82,8.100,0.000,2.061,1.33,5.00,0.15,1.49,0.15
811,58.88,8.110,0.000,2.061,1.33,5.00,0.15,1.50,0.15
812,58.94,8.120,0.000,2.061,1.34,5.00,0.16,1.50,0.16
813,59.01,8.130,0.000,2.061,1.33,1.57,0.16,1.52,0.16
814,59.07,8.140,0.000,2.061,1.31,1.56,0.16,1.52,0.16
815,59.14,8.150,0.000,2.061,1.31,1.57,0.17,1.53,0.17
816,59.20,8.160,0.000,2.061,1.31,1.56,0.17,1.52,0.17
817,59.26,8.170,0.000,2.061,1.30,1.54,0.17,1.53,0.17
818,59.33,8.180,0.000,2.061,1.29,1.55,0.18,1.55,0.18
819,59.39,8.190,0.000,2.061,1.29,1.54,0.18,1.54,0.18
820,59.46,8.200,0.000,2.061,1.28,1.53,0.18,1.54,0.18
821,59.52,8.210,0.000,2.061,1.27,1.54,0.18,1.56,0.18
822,59.58,8.220,0.000,2.061,1.27,1.55,0.20,1.58,0.20
823,59.65,8.230,0.000,2.061,1.26,1.53,0.20,1.56,0.20
824,59.71,8.240,0.000,2.061,1.26,1.53,0.20,1.57,0.20
825,59.78,8.250,0.000,2.061,1.26,1.53,0.21,1.59,0.21
826,59.84,8.260,0.000,2.061,1.23,1.51,0.20,1.58,0.20
827,59.90,8.270,0.000,2.061,1.24,1.52,0.22,1.59,0.22
828,59.97,8.280,0.000,2.061,1.22,1.52,0.21,1.60,0.21
829,60.03,8.290,0.000,2.061,1.21,1.51,0.21,1.61,0.21
830,60.10,8.300,0.000,2.061,1.22,1.50,0.22,1.61,0.22
831,60.16,8.310,0.000,2.061,1.18,1.49,0.21,1.61,0.21
832,60.22,8.320,0.000,2.061,1.16,1.50,0.23,1.62,0.23
833,60.29,8.330,0.000,2.061,1.16,1.50,0.24,1.64,0.24
834,60.35,8.340,0.000,2.061,1.18,1.50,0.23,1.65,0.23
835,60.42,8.350,0.000,2.061,1.14,1.49,0.24,1.64,0.24
836,60.48,8.360,0.000,2.061,1.16,1.49,0.23,1.66,0.23
837,60.54,8.370,0.000,2.061,1.13,1.48,0.24,1.65,0.24
838,60.61,8.380,0.000,2.061,1.15,1.48,0.24,1.67,0.24
839,60.67,8.390,0.000,2.061,1.14,1.48,0.24,1.67,0.24
840,60.74,8.400,0.000,2.061,1.14,1.47,0.24,1.68,0.24
841,60.80,8.410,0.000,2.144,0.99,1.56,0.27,1.58,0.27
842,60.86,8.420,0.000,2.144,0.98,1.55,0.26,1.60,0.26
843,60.93,8.430,0.000,2.144,0.97,1.54,0.27,1.60,0.27
844,60.99,8.440,0.000,2.144,0.94,1.52,0.27,1.60,0.27
845,61.06,8.450,0.000,2.144,0.96,1.53,0.27,1.62,0.27
846,61.12,8.460,0.000,2.144,0.93,1.53,0.29,1.61,0.29
847,61.18,8.470,0.000,2.144,0.94,1.53,1.15,1.61,0.94
848,61.25,8.480,0.000,2.144,0.92,1.52,1.16,1.62,0.92
849,61.31,8.490,0.000,2.144,0.91,1.51,1.16,1.63,0.91
850,61.38,8.500,0.000,2.144,0.90,1.48,1.13,1.62,0.90
851,61.44,8.510,0.000,2.144,0.91,1.51,1.17,1.65,0.91
852,61.50,8.520,0.000,2.144,0.91,1.50,1.16,1.66,0.91
853,61.57,8.530,0.000,2.144,0.91,1.50,1.16,1.67,0.91
854,61.63,8.540,0.000,2.144,0.90,1.50,1.16,1.67,0.90
855,61.70,8.550,0.000,2.144,0.87,1.49,1.17,1.67,0.87
