=== 自动建图数据 ===
总步数: 2492
总时间: 234.56秒
建图方式: 自动探索算法

=== 扫描数据 ===
步数,时间,X,Y,角度,前方,左侧,右侧,后方,最小距离
355,97.79,3.550,0.000,-0.051,0.62,0.18,1.89,5.00,0.18
356,97.86,3.560,0.000,-0.051,0.63,0.18,1.86,5.00,0.18
357,97.92,3.570,0.000,-0.051,0.61,0.17,1.88,5.00,0.17
358,97.98,3.580,0.000,-0.051,0.62,0.18,1.85,5.00,0.18
359,98.05,3.590,0.000,-0.051,0.62,0.17,1.89,5.00,0.17
360,98.11,3.600,0.000,-0.051,0.62,0.17,1.89,5.00,0.17
361,98.18,3.610,0.000,-0.051,0.61,0.17,1.88,5.00,0.17
362,98.24,3.620,0.000,-0.051,0.61,0.17,1.88,5.00,0.17
363,98.30,3.630,0.000,-0.051,0.62,0.17,1.85,5.00,0.17
364,98.37,3.640,0.000,-0.051,0.61,0.17,1.88,5.00,0.17
365,98.43,3.650,0.000,-0.051,0.62,0.17,1.88,5.00,0.17
366,98.50,3.660,0.000,-0.051,0.62,0.18,1.85,5.00,0.18
367,98.56,3.670,0.000,-0.051,0.62,0.17,1.88,5.00,0.17
368,98.62,3.680,0.000,-0.051,0.62,0.17,1.85,5.00,0.17
369,98.69,3.690,0.000,-0.051,0.61,0.17,1.88,5.00,0.17
370,98.75,3.700,0.000,-0.051,0.62,0.17,1.89,5.00,0.17
371,98.82,3.710,0.000,-0.051,0.63,0.19,1.86,5.00,0.19
372,98.88,3.720,0.000,-0.051,0.62,0.17,1.88,5.00,0.17
373,98.94,3.730,0.000,-0.051,0.62,0.17,1.88,5.00,0.17
374,99.01,3.740,0.000,-0.051,0.62,0.17,1.89,5.00,0.17
375,99.07,3.750,0.000,-0.051,0.63,0.18,1.86,5.00,0.18
376,99.14,3.760,0.000,-0.051,0.64,0.18,1.88,5.00,0.18
377,99.20,3.770,0.000,-0.051,0.65,0.18,1.88,5.00,0.18
378,99.26,3.780,0.000,-0.051,0.64,0.17,1.92,5.00,0.17
379,99.33,3.790,0.000,-0.051,0.65,0.17,1.92,5.00,0.17
380,99.39,3.800,0.000,-0.051,0.64,0.16,1.92,5.00,0.16
381,99.46,3.810,0.000,-0.051,0.65,0.16,1.93,5.00,0.16
382,99.52,3.820,0.000,-0.051,0.66,0.17,1.94,5.00,0.17
383,99.58,3.830,0.000,-0.051,0.66,0.17,1.94,5.00,0.17
384,99.65,3.840,0.000,-0.051,0.67,0.17,1.91,5.00,0.17
385,99.71,3.850,0.000,-0.051,0.68,0.17,1.96,5.00,0.17
386,99.78,3.860,0.000,-0.051,0.68,0.18,1.93,5.00,0.18
387,99.84,3.870,0.000,-0.051,0.68,0.17,1.97,5.00,0.17
388,99.90,3.880,0.000,-0.051,0.69,0.17,1.98,5.00,0.17
389,99.97,3.890,0.000,-0.051,0.69,0.17,1.97,5.00,0.17
390,100.03,3.900,0.000,-0.051,0.69,0.17,1.99,5.00,0.17
391,100.10,3.910,0.000,-0.051,0.70,0.17,1.95,5.00,0.17
392,100.16,3.920,0.000,-0.051,0.71,0.17,1.96,5.00,0.17
393,100.22,3.930,0.000,-0.051,0.71,0.17,2.00,5.00,0.17
394,100.29,3.940,0.000,-0.051,0.72,0.17,1.97,5.00,0.17
395,100.35,3.950,0.000,-0.051,0.72,0.17,2.01,5.00,0.17
396,100.42,3.960,0.000,-0.051,0.72,0.17,1.98,5.00,0.17
397,100.48,3.970,0.000,-0.051,0.72,0.16,1.98,5.00,0.16
398,100.54,3.980,0.000,-0.051,0.72,0.16,2.02,5.00,0.16
399,100.61,3.990,0.000,-0.051,0.73,0.17,2.00,5.00,0.17
400,100.67,4.000,0.000,-0.051,0.74,0.17,2.00,5.00,0.17
401,100.74,4.010,0.000,-0.051,0.75,0.18,2.01,5.00,0.18
402,100.80,4.020,0.000,-0.051,0.75,0.17,2.01,5.00,0.17
403,100.86,4.030,0.000,-0.051,0.74,0.16,2.04,5.00,0.16
404,100.93,4.040,0.000,-0.051,0.74,0.15,2.04,5.00,0.15
405,100.99,4.050,0.000,-0.051,0.75,0.16,2.05,5.00,0.16
406,101.06,4.060,0.000,-0.051,0.76,0.16,2.06,5.00,0.16
407,101.12,4.070,0.000,-0.051,0.76,0.16,2.06,5.00,0.16
408,101.18,4.080,0.000,-0.051,0.77,0.17,2.06,5.00,0.17
409,101.25,4.090,0.000,-0.051,0.77,0.16,2.04,5.00,0.16
410,101.31,4.100,0.000,-0.051,0.77,0.16,2.07,5.00,0.16
411,101.38,4.110,0.000,-0.051,0.80,0.18,2.06,5.00,0.18
412,101.44,4.120,0.000,-0.051,0.78,0.16,2.07,5.00,0.16
413,101.50,4.130,0.000,-0.051,0.79,0.16,2.10,5.00,0.16
414,101.57,4.140,0.000,-0.051,0.79,0.16,2.09,5.00,0.16
415,101.63,4.150,0.000,-0.051,0.80,0.16,2.10,5.00,0.16
416,101.70,4.160,0.000,-0.051,0.80,0.16,2.10,5.00,0.16
417,101.76,4.170,0.000,-0.051,0.83,0.18,2.09,5.00,0.18
418,101.82,4.180,0.000,-0.051,0.82,0.17,2.08,5.00,0.17
419,101.89,4.190,0.000,-0.051,0.83,0.17,2.09,5.00,0.17
420,101.95,4.200,0.000,-0.051,0.83,0.17,2.09,5.00,0.17
421,102.02,4.210,0.000,-0.051,0.82,0.16,2.12,5.00,0.16
422,102.08,4.220,0.000,-0.051,0.81,0.15,2.11,5.00,0.15
423,102.14,4.230,0.000,-0.051,0.83,0.16,2.12,5.00,0.16
424,102.21,4.240,0.000,-0.051,0.84,0.16,2.14,5.00,0.16
425,102.27,4.250,0.000,-0.051,0.84,0.16,2.14,5.00,0.16
426,102.34,4.260,0.000,-0.051,0.85,0.16,2.15,5.00,0.16
427,102.40,4.270,0.000,-0.051,0.84,0.15,2.14,5.00,0.15
428,102.46,4.280,0.000,-0.051,0.86,0.16,2.12,5.00,0.16
429,102.53,4.290,0.000,-0.098,0.86,0.16,2.26,5.00,0.16
430,102.59,4.300,0.000,-0.146,0.86,0.16,2.38,5.00,0.16
431,102.66,4.310,0.000,-0.193,0.86,0.16,2.49,5.00,0.16
432,102.72,4.320,0.000,-0.241,0.88,0.17,2.59,5.00,0.17
433,102.78,4.330,0.000,-0.289,0.87,0.15,2.73,2.48,0.15
434,102.85,4.340,0.000,-0.337,0.89,0.16,2.83,2.30,0.16
435,102.91,4.350,0.000,-0.385,0.89,0.16,2.99,2.34,0.16
436,102.98,4.360,0.000,-0.432,0.90,0.16,3.13,5.00,0.16
437,103.04,4.370,0.000,-0.480,0.92,0.18,3.22,5.00,0.18
438,103.10,4.380,0.000,-0.527,0.93,0.17,3.40,5.00,0.17
439,103.17,4.390,0.000,-0.575,0.95,0.18,5.00,5.00,0.18
440,103.23,4.400,0.000,-0.623,0.97,0.18,5.00,5.00,0.18
441,103.30,4.410,0.000,-0.670,0.99,0.18,5.00,5.00,0.18
442,103.36,4.420,0.000,-0.718,1.02,0.19,5.00,5.00,0.19
443,103.42,4.430,0.000,-0.765,1.04,0.20,5.00,1.44,0.20
444,103.49,4.440,0.000,-0.813,1.07,0.21,5.00,1.38,0.21
445,103.55,4.450,0.000,-0.860,1.09,0.22,5.00,1.31,0.22
446,103.62,4.460,0.000,-0.908,1.13,0.23,2.49,1.27,0.23
447,103.68,4.470,0.000,-0.956,1.17,0.24,2.40,1.32,0.24
448,103.74,4.480,0.000,-1.003,1.21,0.26,2.60,1.43,0.26
449,103.81,4.490,0.000,-1.051,1.26,0.29,5.00,5.00,0.29
450,103.87,4.500,0.000,-1.099,1.31,0.31,5.00,3.36,0.31
451,103.94,4.510,0.000,-1.146,1.33,0.90,5.00,3.23,0.90
452,104.00,4.520,0.000,-1.194,1.40,0.89,1.65,3.06,0.89
453,104.06,4.530,0.000,-1.242,1.47,0.87,1.62,2.92,0.87
454,104.13,4.540,0.000,-1.290,1.53,0.87,1.61,2.80,0.87
455,104.19,4.550,0.000,-1.338,1.61,0.85,1.58,2.70,0.85
456,104.26,4.560,0.000,-1.338,1.59,0.85,1.58,2.66,0.85
457,104.32,4.570,0.000,-1.337,1.62,0.86,1.59,2.71,0.86
458,104.38,4.580,0.000,-1.337,1.60,0.84,1.57,2.70,0.84
459,104.45,4.590,0.000,-1.337,1.61,0.85,1.59,2.71,0.85
460,104.51,4.600,0.000,-1.337,1.61,0.85,1.59,2.72,0.85
461,104.58,4.610,0.000,-1.337,1.58,0.86,1.59,2.68,0.86
462,104.64,4.620,0.000,-1.337,1.57,0.85,1.59,2.68,0.85
463,104.70,4.630,0.000,-1.337,1.58,0.85,1.59,2.69,0.85
464,104.77,4.640,0.000,-1.337,1.56,0.84,1.58,2.68,0.84
465,104.83,4.650,0.000,-1.337,1.58,0.85,1.59,2.74,0.85
466,104.90,4.660,0.000,-1.337,1.56,0.85,1.59,2.75,0.85
467,104.96,4.670,0.000,-1.337,1.57,0.84,1.59,2.74,0.84
468,105.02,4.680,0.000,-1.337,1.57,0.85,1.60,2.75,0.85
469,105.09,4.690,0.000,-1.337,1.56,0.85,1.60,2.76,0.85
470,105.15,4.700,0.000,-1.337,1.54,0.84,1.60,2.71,0.84
471,105.22,4.710,0.000,-1.337,1.55,0.84,1.60,2.76,0.84
472,105.28,4.720,0.000,-1.337,1.54,0.83,1.59,2.76,0.83
473,105.34,4.730,0.000,-1.337,1.53,0.85,1.60,2.73,0.85
474,105.41,4.740,0.000,-1.337,1.52,0.84,1.60,2.73,0.84
475,105.47,4.750,0.000,-1.337,1.52,0.83,1.59,2.77,0.83
476,105.54,4.760,0.000,-1.337,1.53,0.84,1.60,2.78,0.84
477,105.60,4.770,0.000,-1.337,1.51,0.84,1.60,2.74,0.84
478,105.66,4.780,0.000,-1.337,1.53,0.84,1.60,2.79,0.84
479,105.73,4.790,0.000,-1.385,1.58,0.83,1.60,0.22,0.22
480,105.79,4.800,0.000,-1.432,1.66,0.82,5.00,0.21,0.21
481,105.86,4.810,0.000,-1.480,1.75,0.82,3.16,0.22,0.22
482,105.92,4.820,0.000,-1.527,1.85,0.80,3.14,0.21,0.21
483,105.98,4.830,0.000,-1.575,1.92,0.81,5.00,0.22,0.22
484,106.05,4.840,0.000,-1.623,2.04,0.79,5.00,0.21,0.21
485,106.11,4.850,0.000,-1.670,2.15,0.79,5.00,0.21,0.21
486,106.18,4.860,0.000,-1.670,2.12,0.80,5.00,0.22,0.22
487,106.24,4.870,0.000,-1.670,2.15,0.80,5.00,0.22,0.22
488,106.30,4.880,0.000,-1.670,2.11,0.80,5.00,0.23,0.23
489,106.37,4.890,0.000,-1.670,2.10,0.80,5.00,0.23,0.23
490,106.43,4.900,0.000,-1.670,2.13,0.80,5.00,0.23,0.23
491,106.50,4.910,0.000,-1.670,2.09,0.80,5.00,0.24,0.24
492,106.56,4.920,0.000,-1.670,2.09,0.80,5.00,0.25,0.25
493,106.62,4.930,0.000,-1.670,2.13,0.80,5.00,0.24,0.24
494,106.69,4.940,0.000,-1.670,2.11,0.80,5.00,0.25,0.25
495,106.75,4.950,0.000,-1.718,2.21,0.81,5.00,0.27,0.27
496,106.82,4.960,0.000,-1.766,2.31,0.81,5.00,0.26,0.26
497,106.88,4.970,0.000,-1.813,2.47,0.81,5.00,0.26,0.26
498,106.94,4.980,0.000,-1.861,2.59,0.81,5.00,0.26,0.26
499,107.01,4.990,0.000,-1.861,2.55,0.82,5.00,0.27,0.27
500,107.07,5.000,0.000,-1.861,2.55,0.83,5.00,0.29,0.29
501,107.14,5.010,0.000,-1.861,2.57,0.81,5.00,0.28,0.28
502,107.20,5.020,0.000,-1.860,2.56,0.81,5.00,0.28,0.28
503,107.26,5.030,0.000,-1.860,2.53,0.82,5.00,0.29,0.29
504,107.33,5.040,0.000,-1.860,2.54,0.80,5.00,0.27,0.27
505,107.39,5.050,0.000,-1.860,2.51,0.81,5.00,0.29,0.29
506,107.46,5.060,0.000,-1.908,2.68,0.82,2.54,0.30,0.30
507,107.52,5.070,0.000,-1.955,2.81,0.82,2.40,0.31,0.31
508,107.58,5.080,0.000,-2.003,2.94,0.83,2.44,0.32,0.32
509,107.65,5.090,0.000,-2.051,3.04,0.84,5.00,0.33,0.33
510,107.71,5.100,0.000,-2.098,3.20,0.85,5.00,0.33,0.33
511,107.78,5.110,0.000,-2.146,3.34,0.86,5.00,0.34,0.34
512,107.84,5.120,0.000,-2.194,3.47,0.88,5.00,0.36,0.36
513,107.90,5.130,0.000,-2.241,5.00,0.90,5.00,0.37,0.37
514,107.97,5.140,0.000,-2.289,5.00,0.91,5.00,1.11,0.91
515,108.03,5.150,0.000,-2.289,5.00,0.90,5.00,1.09,0.90
516,108.10,5.160,0.000,-2.289,5.00,0.91,5.00,1.11,0.91
517,108.16,5.170,0.000,-2.288,5.00,0.92,5.00,1.12,0.92
518,108.22,5.180,0.000,-2.288,5.00,0.92,5.00,1.13,0.92
519,108.29,5.190,0.000,-2.288,5.00,0.92,5.00,1.13,0.92
520,108.35,5.200,0.000,-2.288,5.00,0.92,5.00,1.13,0.92
521,108.42,5.210,0.000,-2.288,5.00,0.92,5.00,1.13,0.92
522,108.48,5.220,0.000,-2.288,5.00,0.93,5.00,1.14,0.93
523,108.54,5.230,0.000,-2.288,5.00,0.93,5.00,1.14,0.93
524,108.61,5.240,0.000,-2.336,5.00,0.95,5.00,1.10,0.95
525,108.67,5.250,0.000,-2.383,5.00,0.97,5.00,1.07,0.97
526,108.74,5.260,0.000,-2.431,5.00,0.99,1.55,1.04,0.99
527,108.80,5.270,0.000,-2.479,5.00,1.02,1.48,1.00,1.00
528,108.86,5.280,0.000,-2.526,2.46,1.05,1.45,0.98,0.98
529,108.93,5.290,0.000,-2.574,2.38,1.09,1.48,0.95,0.95
530,108.99,5.300,0.000,-2.621,2.44,1.12,1.57,0.92,0.92
531,109.06,5.310,0.000,-2.669,5.00,1.15,5.00,0.90,0.90
532,109.12,5.320,0.000,-2.717,5.00,1.21,3.46,0.88,0.88
533,109.18,5.330,0.000,-2.764,5.00,1.26,3.33,0.88,0.88
534,109.25,5.340,0.000,-2.764,5.00,1.26,3.33,0.87,0.87
535,109.31,5.350,0.000,-2.764,5.00,1.27,3.33,0.88,0.88
536,109.38,5.360,0.000,-2.764,5.00,1.27,3.30,0.89,0.89
537,109.44,5.370,0.000,-2.764,5.00,1.27,3.34,0.89,0.89
538,109.50,5.380,0.000,-2.764,5.00,1.28,3.34,0.89,0.89
539,109.57,5.390,0.000,-2.764,5.00,1.27,3.31,0.90,0.90
540,109.63,5.400,0.000,-2.764,5.00,1.29,3.35,0.89,0.89
541,109.70,5.410,0.000,-2.764,5.00,1.29,3.35,0.90,0.90
542,109.76,5.420,0.000,-2.764,5.00,1.28,3.35,0.90,0.90
543,109.82,5.430,0.000,-2.764,5.00,1.28,3.36,0.90,0.90
544,109.89,5.440,0.000,-2.764,5.00,1.29,3.36,0.91,0.91
545,109.95,5.450,0.000,-2.764,5.00,1.28,3.36,0.91,0.91
546,110.02,5.460,0.000,-2.764,5.00,1.30,3.33,0.92,0.92
547,110.08,5.470,0.000,-2.764,5.00,1.29,3.37,0.92,0.92
548,110.14,5.480,0.000,-2.764,5.00,1.30,3.34,0.94,0.94
549,110.21,5.490,0.000,-2.764,5.00,1.31,3.37,0.93,0.93
550,110.27,5.500,0.000,-2.764,5.00,1.32,3.39,0.94,0.94
551,110.34,5.510,0.000,-2.811,5.00,1.36,3.26,0.92,0.92
552,110.40,5.520,0.000,-2.811,5.00,1.36,3.26,0.92,0.92
553,110.46,5.530,0.000,-2.811,5.00,1.35,3.23,0.93,0.93
554,110.53,5.540,0.000,-2.811,5.00,1.37,3.24,0.94,0.94
555,110.59,5.550,0.000,-2.811,5.00,1.37,3.22,0.93,0.93
556,110.66,5.560,0.000,-2.811,5.00,1.36,3.23,0.93,0.93
557,110.72,5.570,0.000,-2.811,5.00,1.36,3.26,0.93,0.93
558,110.78,5.580,0.000,-2.811,5.00,1.36,3.23,0.94,0.94
559,110.85,5.590,0.000,-2.811,5.00,1.36,3.26,0.93,0.93
560,110.91,5.600,0.000,-2.811,5.00,1.36,3.23,0.93,0.93
561,110.98,5.610,0.000,-2.811,5.00,1.37,3.24,0.94,0.94
562,111.04,5.620,0.000,-2.811,5.00,1.37,3.27,0.93,0.93
563,111.10,5.630,0.000,-2.811,5.00,1.36,3.26,0.92,0.92
564,111.17,5.640,0.000,-2.811,5.00,1.37,3.22,0.93,0.93
565,111.23,5.650,0.000,-2.811,5.00,1.37,3.27,0.93,0.93
566,111.30,5.660,0.000,-2.811,5.00,1.37,3.23,0.94,0.94
567,111.36,5.670,0.000,-2.811,5.00,1.37,3.27,0.93,0.93
568,111.42,5.680,0.000,-2.811,5.00,1.37,3.26,0.93,0.93
569,111.49,5.690,0.000,-2.811,5.00,1.36,3.23,0.93,0.93
570,111.55,5.700,0.000,-2.811,5.00,1.37,3.22,0.93,0.93
571,111.62,5.710,0.000,-2.811,5.00,1.37,3.24,0.94,0.94
572,111.68,5.720,0.000,-2.811,5.00,1.36,3.27,0.93,0.93
573,111.74,5.730,0.000,-2.811,5.00,1.36,3.23,0.93,0.93
574,111.81,5.740,0.000,-2.811,5.00,1.37,3.22,0.93,0.93
575,111.87,5.750,0.000,-2.811,5.00,1.37,3.22,0.93,0.93
576,111.94,5.760,0.000,-2.811,5.00,1.37,3.23,0.93,0.93
577,112.00,5.770,0.000,-2.811,5.00,1.37,3.24,0.94,0.94
578,112.06,5.780,0.000,-2.811,5.00,1.37,3.27,0.93,0.93
579,112.13,5.790,0.000,-2.811,5.00,1.36,3.23,0.94,0.94
580,112.19,5.800,0.000,-2.811,5.00,1.36,3.24,0.94,0.94
581,112.26,5.810,0.000,-2.811,5.00,1.36,3.27,0.93,0.93
582,112.32,5.820,0.000,-2.811,5.00,1.36,3.24,0.94,0.94
583,112.38,5.830,0.000,-2.811,5.00,1.36,3.23,0.94,0.94
584,112.45,5.840,0.000,-2.811,5.00,1.36,3.23,0.93,0.93
585,112.51,5.850,0.000,-2.811,5.00,1.36,3.23,0.93,0.93
586,112.58,5.860,0.000,-2.811,5.00,1.37,3.27,0.93,0.93
587,112.64,5.870,0.000,-2.811,5.00,1.36,3.23,0.94,0.94
588,112.70,5.880,0.000,-2.811,5.00,1.36,3.26,0.92,0.92
589,112.77,5.890,0.000,-2.811,5.00,1.36,3.23,0.93,0.93
590,112.83,5.900,0.000,-2.811,5.00,1.36,3.24,0.94,0.94
591,112.90,5.910,0.000,-2.811,5.00,1.36,3.26,0.93,0.93
592,112.96,5.920,0.000,-2.811,5.00,1.35,3.23,0.93,0.93
593,113.02,5.930,0.000,-2.811,5.00,1.37,3.23,0.93,0.93
594,113.09,5.940,0.000,-2.811,5.00,1.36,3.24,0.94,0.94
595,113.15,5.950,0.000,-2.811,5.00,1.35,3.22,0.92,0.92
596,113.22,5.960,0.000,-2.811,5.00,1.36,3.24,0.94,0.94
597,113.28,5.970,0.000,-2.811,5.00,1.36,3.27,0.93,0.93
598,113.34,5.980,0.000,-2.811,5.00,1.37,3.22,0.93,0.93
599,113.41,5.990,0.000,-2.811,5.00,1.37,3.23,0.94,0.94
600,113.47,6.000,0.000,-2.811,5.00,1.37,3.22,0.94,0.94
601,113.54,6.010,0.000,-2.811,5.00,1.36,3.26,0.92,0.92
602,113.60,6.020,0.000,-2.811,5.00,1.37,3.23,0.93,0.93
603,113.66,6.030,0.000,-2.811,5.00,1.37,3.27,0.93,0.93
604,113.73,6.040,0.000,-2.811,5.00,1.37,3.23,0.93,0.93
605,113.79,6.050,0.000,-2.811,5.00,1.35,3.23,0.93,0.93
606,113.86,6.060,0.000,-2.811,5.00,1.35,3.23,0.93,0.93
607,113.92,6.070,0.000,-2.811,5.00,1.36,3.23,0.93,0.93
608,113.98,6.080,0.000,-2.811,5.00,1.35,3.23,0.93,0.93
609,114.05,6.090,0.000,-2.811,5.00,1.37,3.23,0.93,0.93
610,114.11,6.100,0.000,-2.811,5.00,1.37,3.26,0.93,0.93
611,114.18,6.110,0.000,-2.811,5.00,1.36,3.27,0.93,0.93
612,114.24,6.120,0.000,-2.811,5.00,1.36,3.23,0.93,0.93
613,114.30,6.130,0.000,-2.811,5.00,1.37,3.27,0.93,0.93
614,114.37,6.140,0.000,-2.811,5.00,1.35,3.23,0.93,0.93
615,114.43,6.150,0.000,-2.811,5.00,1.37,3.23,0.93,0.93
616,114.50,6.160,0.000,-2.811,5.00,1.37,3.27,0.93,0.93
617,114.56,6.170,0.000,-2.811,5.00,1.36,3.24,0.94,0.94
618,114.62,6.180,0.000,-2.811,5.00,1.36,3.24,0.94,0.94
619,114.69,6.190,0.000,-2.811,5.00,1.37,3.27,0.93,0.93
620,114.75,6.200,0.000,-2.811,5.00,1.35,3.22,0.92,0.92
621,114.82,6.210,0.000,-2.811,5.00,1.37,3.27,0.94,0.94
622,114.88,6.220,0.000,-2.811,5.00,1.37,3.27,0.93,0.93
623,114.94,6.230,0.000,-2.811,5.00,1.37,3.23,0.93,0.93
624,115.01,6.240,0.000,-2.811,5.00,1.37,3.27,0.93,0.93
625,115.07,6.250,0.000,-2.811,5.00,1.36,3.26,0.93,0.93
626,115.14,6.260,0.000,-2.811,5.00,1.36,3.23,0.93,0.93
627,115.20,6.270,0.000,-2.811,5.00,1.36,3.23,0.93,0.93
628,115.26,6.280,0.000,-2.811,5.00,1.37,3.23,0.94,0.94
629,115.33,6.290,0.000,-2.811,5.00,1.36,3.24,0.94,0.94
630,115.39,6.300,0.000,-2.811,5.00,1.36,3.24,0.94,0.94
631,115.46,6.310,0.000,-2.811,5.00,1.37,3.27,0.94,0.94
632,115.52,6.320,0.000,-2.811,5.00,1.37,3.24,0.95,0.95
633,115.58,6.330,0.000,-2.811,5.00,1.37,3.25,0.96,0.96
634,115.65,6.340,0.000,-2.811,5.00,1.39,3.26,0.97,0.97
635,115.71,6.350,0.000,-2.811,5.00,1.41,3.30,0.97,0.97
636,115.78,6.360,0.000,-2.811,5.00,1.39,3.26,0.97,0.97
637,115.84,6.370,0.000,-2.811,5.00,1.41,3.31,0.98,0.98
638,115.90,6.380,0.000,-2.811,5.00,1.40,3.31,0.99,0.99
639,115.97,6.390,0.000,-2.811,5.00,1.42,3.31,0.99,0.99
640,116.03,6.400,0.000,-2.811,5.00,1.42,3.32,1.00,1.00
641,116.10,6.410,0.000,-2.811,5.00,1.42,3.29,1.01,1.01
642,116.16,6.420,0.000,-2.811,5.00,1.43,3.33,1.01,1.01
643,116.22,6.430,0.000,-2.811,5.00,1.44,3.33,1.02,1.02
644,116.29,6.440,0.000,-2.811,5.00,1.44,3.33,1.02,1.02
645,116.35,6.450,0.000,-2.811,5.00,1.43,3.31,1.03,1.03
646,116.42,6.460,0.000,-2.811,5.00,1.45,3.34,1.03,1.03
647,116.48,6.470,0.000,-2.811,5.00,1.45,3.35,1.04,1.04
648,116.54,6.480,0.000,-2.811,5.00,1.45,3.32,1.05,1.05
649,116.61,6.490,0.000,-2.811,5.00,1.45,3.33,1.06,1.06
650,116.67,6.500,0.000,-2.811,5.00,1.47,3.37,1.06,1.06
651,116.74,6.510,0.000,-2.811,5.00,1.47,3.37,1.07,1.07
652,116.80,6.520,0.000,-2.811,5.00,1.48,3.38,1.07,1.07
653,116.86,6.530,0.000,-2.811,5.00,1.49,3.38,1.08,1.08
654,116.93,6.540,0.000,-2.811,5.00,1.48,3.35,1.09,1.09
655,116.99,6.550,0.000,-2.811,5.00,1.48,3.36,1.10,1.10
656,117.06,6.560,0.000,-2.811,5.00,1.50,3.40,1.10,1.10
657,117.12,6.570,0.000,-2.811,5.00,1.50,3.41,1.10,1.10
658,117.18,6.580,0.000,-2.811,5.00,1.51,3.41,1.11,1.11
659,117.25,6.590,0.000,-2.811,5.00,1.51,3.42,1.13,1.13
660,117.31,6.600,0.000,-2.811,5.00,1.52,3.41,1.12,1.12
661,117.38,6.610,0.000,-2.811,5.00,1.52,1.71,1.14,1.14
662,117.44,6.620,0.000,-2.811,5.00,1.53,1.70,1.15,1.15
663,117.50,6.630,0.000,-2.811,5.00,1.52,1.66,1.14,1.14
664,117.57,6.640,0.000,-2.811,5.00,1.53,1.65,1.15,1.15
665,117.63,6.650,0.000,-2.811,5.00,1.53,1.63,1.16,1.16
666,117.70,6.660,0.000,-2.811,5.00,1.53,1.60,1.16,1.16
667,117.76,6.670,0.000,-2.811,5.00,1.54,1.57,1.16,1.16
668,117.82,6.680,0.000,-2.811,5.00,1.55,1.56,1.18,1.18
669,117.89,6.690,0.000,-2.811,5.00,1.55,1.54,1.18,1.18
670,117.95,6.700,0.000,-2.811,5.00,1.55,1.51,1.18,1.18
671,118.02,6.710,0.000,-2.811,5.00,1.55,1.42,1.20,1.20
672,118.08,6.720,0.000,-2.811,5.00,1.57,1.47,1.21,1.21
673,118.14,6.730,0.000,-2.811,5.00,1.57,1.44,1.21,1.21
674,118.21,6.740,0.000,-2.811,5.00,1.57,1.42,1.22,1.22
675,118.27,6.750,0.000,-2.811,5.00,1.57,1.39,1.22,1.22
676,118.34,6.760,0.000,-2.811,5.00,1.58,1.38,1.23,1.23
677,118.40,6.770,0.000,-2.811,5.00,1.58,1.39,1.23,1.23
678,118.46,6.780,0.000,-2.811,5.00,1.58,1.38,1.24,1.24
679,118.53,6.790,0.000,-2.811,5.00,1.59,1.40,1.25,1.25
680,118.59,6.800,0.000,-2.811,5.00,1.60,1.40,1.25,1.25
681,118.66,6.810,0.000,-2.811,5.00,1.59,1.40,1.25,1.25
682,118.72,6.820,0.000,-2.811,5.00,1.60,1.40,1.26,1.26
683,118.78,6.830,0.000,-2.811,5.00,1.60,1.40,1.27,1.27
684,118.85,6.840,0.000,-2.811,5.00,1.60,1.41,1.28,1.28
685,118.91,6.850,0.000,-2.811,5.00,1.62,1.41,1.29,1.29
686,118.98,6.860,0.000,-2.811,5.00,1.62,1.41,1.29,1.29
687,119.04,6.870,0.000,-2.811,5.00,1.61,1.41,1.29,1.29
688,119.10,6.880,0.000,-2.811,5.00,1.63,1.41,1.30,1.30
689,119.17,6.890,0.000,-2.811,5.00,1.63,1.42,1.31,1.31
690,119.23,6.900,0.000,-2.811,5.00,1.62,1.41,1.31,1.31
691,119.30,6.910,0.000,-2.811,5.00,1.63,1.41,1.31,1.31
692,119.36,6.920,0.000,-2.811,5.00,1.64,1.43,1.33,1.33
693,119.42,6.930,0.000,-2.811,5.00,1.63,1.42,1.33,1.33
694,119.49,6.940,0.000,-2.811,5.00,1.65,1.43,1.34,1.34
695,119.55,6.950,0.000,-2.811,5.00,1.64,1.44,1.35,1.35
696,119.62,6.960,0.000,-2.811,5.00,1.65,1.43,1.35,1.35
697,119.68,6.970,0.000,-2.811,5.00,1.66,1.44,1.36,1.36
698,119.74,6.980,0.000,-2.811,5.00,1.67,1.44,1.37,1.37
699,119.81,6.990,0.000,-2.811,5.00,1.67,1.45,1.38,1.38
700,119.87,7.000,0.000,-2.811,5.00,1.67,1.45,1.38,1.38
701,119.94,7.010,0.000,-2.811,5.00,1.67,1.44,1.38,1.38
702,120.00,7.020,0.000,-2.811,5.00,1.67,1.44,1.39,1.39
703,120.06,7.030,0.000,-2.811,5.00,1.68,1.46,1.41,1.41
704,120.13,7.040,0.000,-2.811,5.00,1.68,1.45,1.40,1.40
705,120.19,7.050,0.000,-2.811,5.00,1.67,1.45,1.41,1.41
706,120.26,7.060,0.000,-2.811,5.00,1.69,1.46,1.42,1.42
707,120.32,7.070,0.000,-2.811,5.00,1.69,1.45,1.42,1.42
708,120.38,7.080,0.000,-2.811,5.00,1.70,1.46,1.43,1.43
709,120.45,7.090,0.000,-2.811,5.00,1.71,1.46,1.44,1.44
710,120.51,7.100,0.000,-2.811,5.00,1.71,1.47,1.44,1.44
