=== 自动建图数据 ===
总步数: 2492
总时间: 234.56秒
建图方式: 自动探索算法

=== 扫描数据 ===
步数,时间,X,Y,角度,前方,左侧,右侧,后方,最小距离
55,78.59,0.550,0.000,-0.055,2.37,2.88,0.39,5.00,0.39
56,78.66,0.560,0.000,-0.055,2.38,2.89,0.41,5.00,0.41
57,78.72,0.570,0.000,-0.055,2.36,2.88,0.40,5.00,0.40
58,78.78,0.580,0.000,-0.055,2.36,2.88,0.44,5.00,0.44
59,78.85,0.590,0.000,-0.055,2.35,2.88,0.56,5.00,0.56
60,78.91,0.600,0.000,-0.055,2.34,2.88,0.66,5.00,0.66
61,78.98,0.610,0.000,-0.055,2.33,2.88,0.75,5.00,0.75
62,79.04,0.620,0.000,-0.055,2.32,2.87,2.98,5.00,2.32
63,79.10,0.630,0.000,-0.055,2.32,2.87,2.99,5.00,2.32
64,79.17,0.640,0.000,-0.055,2.31,2.87,2.97,5.00,2.31
65,79.23,0.650,0.000,-0.055,2.31,2.87,2.98,5.00,2.31
66,79.30,0.660,0.000,-0.055,2.30,2.86,2.97,5.00,2.30
67,79.36,0.670,0.000,-0.055,2.30,2.86,2.97,5.00,2.30
68,79.42,0.680,0.000,-0.055,2.29,2.86,2.97,5.00,2.29
69,79.49,0.690,0.000,-0.055,2.28,2.86,2.97,5.00,2.28
70,79.55,0.700,0.000,-0.055,2.27,2.86,2.96,5.00,2.27
71,79.62,0.710,0.000,-0.055,2.27,2.86,2.97,5.00,2.27
72,79.68,0.720,0.000,-0.055,2.26,2.85,2.97,5.00,2.26
73,79.74,0.730,0.000,-0.055,2.26,2.85,2.96,5.00,2.26
74,79.81,0.740,0.000,-0.055,2.25,2.85,2.96,5.00,2.25
75,79.87,0.750,0.000,-0.055,2.24,2.85,2.96,5.00,2.24
76,79.94,0.760,0.000,-0.055,2.25,2.86,2.96,5.00,2.25
77,80.00,0.770,0.000,-0.055,2.24,2.84,2.95,5.00,2.24
78,80.06,0.780,0.000,-0.055,2.23,2.84,2.95,5.00,2.23
79,80.13,0.790,0.000,-0.055,2.22,2.84,2.95,5.00,2.22
80,80.19,0.800,0.000,-0.055,2.21,2.84,2.95,5.00,2.21
81,80.26,0.810,0.000,-0.055,2.21,2.85,2.95,5.00,2.21
82,80.32,0.820,0.000,-0.055,2.20,2.84,2.95,5.00,2.20
83,80.38,0.830,0.000,-0.055,2.19,2.84,2.95,5.00,2.19
84,80.45,0.840,0.000,-0.055,2.20,2.84,2.95,5.00,2.20
85,80.51,0.850,0.000,-0.055,2.17,2.83,2.94,5.00,2.17
86,80.58,0.860,0.000,-0.055,2.18,2.83,2.94,5.00,2.18
87,80.64,0.870,0.000,-0.055,2.18,2.83,2.94,5.00,2.18
88,80.70,0.880,0.000,-0.055,2.17,2.82,2.93,5.00,2.17
89,80.77,0.890,0.000,-0.055,2.15,2.82,2.93,5.00,2.15
90,80.83,0.900,0.000,-0.055,2.15,2.82,2.93,5.00,2.15
91,80.90,0.910,0.000,-0.055,2.15,2.83,2.94,5.00,2.15
92,80.96,0.920,0.000,-0.055,2.13,2.82,2.93,5.00,2.13
93,81.02,0.930,0.000,-0.055,2.12,2.81,2.92,5.00,2.12
94,81.09,0.940,0.000,-0.055,2.12,2.81,2.93,5.00,2.12
95,81.15,0.950,0.000,-0.055,2.12,2.82,2.93,5.00,2.12
96,81.22,0.960,0.000,-0.055,2.12,2.81,2.93,5.00,2.12
97,81.28,0.970,0.000,-0.055,2.11,2.81,2.92,5.00,2.11
98,81.34,0.980,0.000,-0.055,2.11,2.81,2.92,5.00,2.11
99,81.41,0.990,0.000,-0.055,2.10,2.81,2.91,5.00,2.10
100,81.47,1.000,0.000,-0.055,2.10,2.81,2.92,5.00,2.10
101,81.54,1.010,0.000,-0.055,2.08,2.80,2.92,5.00,2.08
102,81.60,1.020,0.000,-0.055,2.07,2.79,2.91,5.00,2.07
103,81.66,1.030,0.000,-0.055,2.07,2.79,2.92,5.00,2.07
104,81.73,1.040,0.000,-0.055,2.07,2.80,2.91,5.00,2.07
105,81.79,1.050,0.000,-0.055,2.05,2.80,2.90,5.00,2.05
106,81.86,1.060,0.000,-0.055,2.05,2.79,2.90,5.00,2.05
107,81.92,1.070,0.000,-0.055,2.03,2.79,2.90,5.00,2.03
108,81.98,1.080,0.000,-0.055,2.04,2.78,2.91,5.00,2.04
109,82.05,1.090,0.000,-0.055,2.03,2.78,2.90,5.00,2.03
110,82.11,1.100,0.000,-0.055,2.02,2.78,2.90,5.00,2.02
111,82.18,1.110,0.000,-0.055,2.02,2.77,2.90,5.00,2.02
112,82.24,1.120,0.000,-0.055,2.02,2.78,2.90,5.00,2.02
113,82.30,1.130,0.000,-0.055,2.00,2.78,2.88,5.00,2.00
114,82.37,1.140,0.000,-0.055,2.01,2.79,2.89,5.00,2.01
115,82.43,1.150,0.000,-0.055,2.00,2.76,2.88,5.00,2.00
116,82.50,1.160,0.000,-0.055,2.00,2.77,2.89,5.00,2.00
117,82.56,1.170,0.000,-0.055,1.98,2.76,2.87,5.00,1.98
118,82.62,1.180,0.000,-0.055,1.97,1.34,2.89,5.00,1.34
119,82.69,1.190,0.000,-0.055,1.97,1.24,2.89,5.00,1.24
120,82.75,1.200,0.000,-0.055,1.96,1.11,2.87,5.00,1.11
121,82.82,1.210,0.000,0.034,1.96,2.85,2.77,5.00,1.96
122,82.88,1.220,0.000,0.034,1.96,2.84,2.77,5.00,1.96
123,82.94,1.230,0.000,0.034,1.95,2.85,2.78,5.00,1.95
124,83.01,1.240,0.000,0.034,1.95,2.83,2.77,5.00,1.95
125,83.07,1.250,0.000,0.034,1.94,2.84,2.76,5.00,1.94
126,83.14,1.260,0.000,0.034,1.93,2.84,2.78,5.00,1.93
127,83.20,1.270,0.000,0.034,1.93,2.83,2.76,5.00,1.93
128,83.26,1.280,0.000,0.034,1.92,2.84,2.77,5.00,1.92
129,83.33,1.290,0.000,0.034,1.91,2.84,2.76,5.00,1.91
130,83.39,1.300,0.000,0.034,1.91,2.83,2.76,5.00,1.91
131,83.46,1.310,0.000,0.034,1.90,2.83,2.75,5.00,1.90
132,83.52,1.320,0.000,0.034,1.89,2.83,2.76,5.00,1.89
133,83.58,1.330,0.000,0.034,1.88,2.81,2.75,5.00,1.88
134,83.65,1.340,0.000,0.034,1.88,2.80,2.76,5.00,1.88
135,83.71,1.350,0.000,0.034,1.87,2.80,2.76,5.00,1.87
136,83.78,1.360,0.000,0.034,1.88,0.95,2.75,5.00,0.95
137,83.84,1.370,0.000,0.034,1.86,0.93,2.75,5.00,0.93
138,83.90,1.380,0.000,0.034,1.85,0.93,2.74,5.00,0.93
139,83.97,1.390,0.000,0.034,1.85,0.94,2.74,5.00,0.94
140,84.03,1.400,0.000,0.034,1.84,0.94,2.72,5.00,0.94
141,84.10,1.410,0.000,0.034,1.83,0.93,2.73,5.00,0.93
142,84.16,1.420,0.000,0.034,1.84,0.94,2.72,5.00,0.94
143,84.22,1.430,0.000,0.034,1.83,0.94,2.72,5.00,0.94
144,84.29,1.440,0.000,0.034,1.82,0.93,2.73,5.00,0.93
145,84.35,1.450,0.000,0.034,1.82,0.94,2.71,5.00,0.94
146,84.42,1.460,0.000,0.034,1.81,0.95,2.71,5.00,0.95
147,84.48,1.470,0.000,0.034,1.80,0.94,2.71,5.00,0.94
148,84.54,1.480,0.000,0.034,1.79,0.94,2.70,5.00,0.94
149,84.61,1.490,0.000,0.034,1.78,0.93,2.72,5.00,0.93
150,84.67,1.500,0.000,0.034,1.79,0.95,2.71,5.00,0.95
151,84.74,1.510,0.000,-0.054,1.78,0.94,2.81,5.00,0.94
152,84.80,1.520,0.000,-0.054,1.76,0.93,2.81,5.00,0.93
153,84.86,1.530,0.000,-0.054,1.77,0.94,2.82,5.00,0.94
154,84.93,1.540,0.000,-0.054,1.76,0.94,2.81,5.00,0.94
155,84.99,1.550,0.000,-0.054,1.76,0.94,2.80,5.00,0.94
156,85.06,1.560,0.000,-0.054,1.74,0.93,2.81,5.00,0.93
157,85.12,1.570,0.000,-0.054,1.75,0.95,2.80,5.00,0.95
158,85.18,1.580,0.000,-0.054,1.73,0.94,2.80,5.00,0.94
159,85.25,1.590,0.000,-0.054,1.73,0.94,2.79,5.00,0.94
160,85.31,1.600,0.000,-0.054,1.73,0.94,2.79,5.00,0.94
161,85.38,1.610,0.000,-0.054,1.71,0.94,2.79,5.00,0.94
162,85.44,1.620,0.000,-0.054,1.71,0.94,2.80,5.00,0.94
163,85.50,1.630,0.000,-0.054,1.70,0.94,2.80,5.00,0.94
164,85.57,1.640,0.000,-0.054,1.69,0.93,2.79,5.00,0.93
165,85.63,1.650,0.000,-0.054,1.68,0.93,2.78,5.00,0.93
166,85.70,1.660,0.000,-0.054,1.68,0.94,2.77,5.00,0.94
167,85.76,1.670,0.000,-0.054,1.68,0.94,2.77,5.00,0.94
168,85.82,1.680,0.000,-0.054,1.68,0.95,2.78,5.00,0.95
169,85.89,1.690,0.000,-0.054,1.66,0.94,2.76,5.00,0.94
170,85.95,1.700,0.000,-0.054,1.65,0.94,2.75,5.00,0.94
171,86.02,1.710,0.000,-0.054,1.65,2.61,2.78,5.00,1.65
172,86.08,1.720,0.000,-0.054,1.64,2.61,2.75,5.00,1.64
173,86.14,1.730,0.000,-0.054,1.64,2.61,2.75,5.00,1.64
174,86.21,1.740,0.000,-0.054,1.63,2.60,2.77,5.00,1.63
175,86.27,1.750,0.000,-0.054,1.63,2.60,2.74,5.00,1.63
176,86.34,1.760,0.000,-0.054,1.61,2.59,2.76,5.00,1.61
177,86.40,1.770,0.000,-0.054,1.61,2.60,2.76,5.00,1.61
178,86.46,1.780,0.000,-0.054,1.62,2.58,2.74,5.00,1.62
179,86.53,1.790,0.000,-0.054,1.60,2.59,2.75,5.00,1.60
180,86.59,1.800,0.000,-0.054,1.59,2.56,2.72,5.00,1.59
181,86.66,1.810,0.000,-0.141,1.58,2.45,2.85,5.00,1.58
182,86.72,1.820,0.000,-0.141,1.58,2.45,2.86,5.00,1.58
183,86.78,1.830,0.000,-0.141,1.58,2.43,2.86,5.00,1.58
184,86.85,1.840,0.000,-0.141,1.58,2.44,2.84,5.00,1.58
185,86.91,1.850,0.000,-0.141,1.57,2.46,2.86,5.00,1.57
186,86.98,1.860,0.000,-0.141,1.58,2.44,2.84,5.00,1.58
187,87.04,1.870,0.000,-0.141,1.56,2.43,2.83,5.00,1.56
188,87.10,1.880,0.000,-0.140,1.56,2.43,2.83,5.00,1.56
189,87.17,1.890,0.000,-0.140,1.55,2.43,2.83,5.00,1.55
190,87.23,1.900,0.000,-0.140,1.53,2.43,2.83,5.00,1.53
191,87.30,1.910,0.000,-0.140,1.53,2.43,2.83,5.00,1.53
192,87.36,1.920,0.000,-0.140,1.54,2.41,2.82,5.00,1.54
193,87.42,1.930,0.000,-0.140,1.52,2.42,2.83,5.00,1.52
194,87.49,1.940,0.000,-0.140,1.50,2.41,2.82,5.00,1.50
195,87.55,1.950,0.000,-0.140,1.50,2.40,2.81,5.00,1.50
196,87.62,1.960,0.000,-0.140,1.51,2.40,2.81,5.00,1.51
197,87.68,1.970,0.000,-0.140,1.50,2.38,2.80,5.00,1.50
198,87.74,1.980,0.000,-0.140,1.49,2.41,2.82,5.00,1.49
199,87.81,1.990,0.000,-0.140,1.49,2.38,2.79,5.00,1.49
200,87.87,2.000,0.000,-0.140,1.48,2.40,2.81,5.00,1.48
201,87.94,2.010,0.000,-0.140,1.49,2.38,2.80,5.00,1.49
202,88.00,2.020,0.000,-0.140,1.47,2.37,2.79,5.00,1.47
203,88.06,2.030,0.000,-0.140,1.46,2.39,2.80,5.00,1.46
204,88.13,2.040,0.000,-0.140,1.45,2.38,2.79,5.00,1.45
205,88.19,2.050,0.000,-0.140,1.45,2.38,2.78,5.00,1.45
206,88.26,2.060,0.000,-0.140,1.44,2.37,2.76,5.00,1.44
207,88.32,2.070,0.000,-0.140,1.43,2.36,2.79,5.00,1.43
208,88.38,2.080,0.000,-0.140,1.43,2.34,2.76,5.00,1.43
209,88.45,2.090,0.000,-0.140,1.42,2.34,2.76,5.00,1.42
210,88.51,2.100,0.000,-0.140,1.41,2.35,2.77,5.00,1.41
211,88.58,2.110,0.000,-0.140,1.40,2.35,2.77,5.00,1.40
212,88.64,2.120,0.000,-0.140,1.40,2.35,2.74,5.00,1.40
213,88.70,2.130,0.000,-0.140,1.39,2.34,2.76,5.00,1.39
214,88.77,2.140,0.000,-0.140,1.39,2.34,2.73,5.00,1.39
215,88.83,2.150,0.000,-0.140,1.39,2.31,2.74,5.00,1.39
216,88.90,2.160,0.000,-0.140,1.38,2.31,2.73,5.00,1.38
217,88.96,2.170,0.000,-0.140,1.37,2.32,2.75,5.00,1.37
218,89.02,2.180,0.000,-0.140,1.37,2.30,2.72,5.00,1.37
219,89.09,2.190,0.000,-0.140,1.36,2.30,2.71,5.00,1.36
220,89.15,2.200,0.000,-0.140,1.35,2.32,2.73,5.00,1.35
221,89.22,2.210,0.000,-0.140,1.34,2.31,2.72,5.00,1.34
222,89.28,2.220,0.000,-0.140,1.34,2.28,2.70,5.00,1.34
223,89.34,2.230,0.000,-0.140,1.34,2.28,2.70,5.00,1.34
224,89.41,2.240,0.000,-0.140,1.32,2.30,2.72,5.00,1.32
225,89.47,2.250,0.000,-0.140,1.32,2.29,2.71,5.00,1.32
226,89.54,2.260,0.000,-0.140,1.31,2.27,2.68,5.00,1.31
227,89.60,2.270,0.000,-0.140,1.30,2.27,2.70,5.00,1.30
228,89.66,2.280,0.000,-0.140,1.30,2.28,2.70,5.00,1.30
229,89.73,2.290,0.000,-0.140,1.29,2.26,2.69,5.00,1.29
230,89.79,2.300,0.000,-0.140,1.29,2.28,2.70,5.00,1.29
231,89.86,2.310,0.000,-0.140,1.29,2.25,2.66,5.00,1.29
232,89.92,2.320,0.000,-0.140,1.28,2.24,2.65,5.00,1.28
233,89.98,2.330,0.000,-0.140,1.27,2.26,2.68,5.00,1.27
234,90.05,2.340,0.000,-0.140,1.26,2.25,2.67,5.00,1.26
235,90.11,2.350,0.000,-0.140,1.26,2.23,2.68,5.00,1.26
236,90.18,2.360,0.000,-0.140,1.24,2.24,2.66,5.00,1.24
237,90.24,2.370,0.000,-0.140,1.25,2.23,2.64,5.00,1.25
238,90.30,2.380,0.000,-0.140,1.23,2.24,2.65,5.00,1.23
239,90.37,2.390,0.000,-0.140,1.23,2.21,2.62,5.00,1.23
240,90.43,2.400,0.000,-0.140,1.23,2.24,2.65,5.00,1.23
241,90.50,2.410,0.000,-0.140,1.22,2.20,2.64,5.00,1.22
242,90.56,2.420,0.000,-0.140,1.21,2.19,2.64,5.00,1.21
243,90.62,2.430,0.000,-0.140,1.20,2.21,2.63,5.00,1.20
244,90.69,2.440,0.000,-0.140,1.20,2.21,2.63,5.00,1.20
245,90.75,2.450,0.000,-0.140,1.19,2.18,2.60,5.00,1.19
246,90.82,2.460,0.000,-0.140,1.19,2.18,2.60,5.00,1.19
247,90.88,2.470,0.000,-0.140,1.17,2.19,2.61,5.00,1.17
248,90.94,2.480,0.000,-0.140,1.18,2.20,2.62,5.00,1.18
249,91.01,2.490,0.000,-0.140,1.17,2.16,2.58,5.00,1.17
250,91.07,2.500,0.000,-0.140,1.16,2.16,2.57,5.00,1.16
251,91.14,2.510,0.000,-0.140,1.16,2.17,2.60,5.00,1.16
252,91.20,2.520,0.000,-0.140,1.14,2.17,2.59,5.00,1.14
253,91.26,2.530,0.000,-0.140,1.14,2.16,2.59,5.00,1.14
254,91.33,2.540,0.000,-0.140,1.13,2.13,2.56,5.00,1.13
255,91.39,2.550,0.000,-0.140,1.13,2.13,2.56,5.00,1.13
256,91.46,2.560,0.000,-0.140,1.13,2.16,2.56,5.00,1.13
257,91.52,2.570,0.000,-0.140,1.12,2.14,2.54,5.00,1.12
258,91.58,2.580,0.000,-0.140,1.13,2.12,2.56,5.00,1.13
259,91.65,2.590,0.000,-0.140,1.11,2.11,2.54,5.00,1.11
260,91.71,2.600,0.000,-0.140,1.09,2.12,2.55,5.00,1.09
261,91.78,2.610,0.000,-0.140,1.10,2.10,2.53,5.00,1.10
262,91.84,2.620,0.000,-0.140,1.08,2.12,2.55,5.00,1.08
263,91.90,2.630,0.000,-0.140,1.07,2.10,2.53,5.00,1.07
264,91.97,2.640,0.000,-0.140,1.06,2.10,2.53,5.00,1.06
265,92.03,2.650,0.000,-0.140,1.07,2.10,2.50,5.00,1.07
266,92.10,2.660,0.000,-0.140,1.06,2.09,2.53,5.00,1.06
267,92.16,2.670,0.000,-0.140,1.06,2.07,2.49,5.00,1.06
268,92.22,2.680,0.000,-0.140,1.04,2.07,2.51,5.00,1.04
269,92.29,2.690,0.000,-0.140,1.04,2.08,2.51,5.00,1.04
270,92.35,2.700,0.000,-0.140,1.04,2.08,2.51,5.00,1.04
271,92.42,2.710,0.000,-0.051,1.03,2.22,2.29,5.00,1.03
272,92.48,2.720,0.000,-0.051,1.02,2.24,2.31,5.00,1.02
273,92.54,2.730,0.000,-0.051,1.02,2.21,2.28,5.00,1.02
274,92.61,2.740,0.000,-0.051,1.02,2.21,2.28,5.00,1.02
275,92.67,2.750,0.000,-0.051,1.01,2.20,2.27,5.00,1.01
276,92.74,2.760,0.000,-0.051,0.99,2.22,2.29,5.00,0.99
277,92.80,2.770,0.000,-0.051,0.99,2.17,2.25,5.00,0.99
278,92.86,2.780,0.000,-0.051,0.98,2.20,2.28,5.00,0.98
279,92.93,2.790,0.000,-0.051,0.97,2.20,2.27,5.00,0.97
280,92.99,2.800,0.000,-0.051,0.98,2.17,2.24,5.00,0.98
281,93.06,2.810,0.000,-0.051,0.97,2.16,2.23,5.00,0.97
282,93.12,2.820,0.000,-0.051,0.96,2.15,2.22,5.00,0.96
283,93.18,2.830,0.000,-0.051,0.96,2.18,2.25,5.00,0.96
284,93.25,2.840,0.000,-0.051,0.94,2.17,2.23,5.00,0.94
285,93.31,2.850,0.000,-0.051,0.94,2.13,2.20,5.00,0.94
286,93.38,2.860,0.000,-0.051,0.93,2.12,2.19,5.00,0.93
287,93.44,2.870,0.000,-0.051,0.94,2.13,2.20,5.00,0.94
288,93.50,2.880,0.000,-0.051,0.92,2.14,2.22,5.00,0.92
289,93.57,2.890,0.000,-0.051,0.92,2.10,2.18,5.00,0.92
290,93.63,2.900,0.000,-0.051,0.91,2.13,2.21,5.00,0.91
291,93.70,2.910,0.000,-0.051,0.92,2.10,2.18,5.00,0.92
292,93.76,2.920,0.000,-0.051,0.90,2.12,2.20,5.00,0.90
293,93.82,2.930,0.000,-0.051,0.88,2.11,2.18,5.00,0.88
294,93.89,2.940,0.000,-0.051,0.88,2.07,2.18,5.00,0.88
295,93.95,2.950,0.000,-0.051,0.86,2.05,2.16,5.00,0.86
296,94.02,2.960,0.000,-0.051,0.87,0.40,2.16,5.00,0.40
297,94.08,2.970,0.000,-0.051,0.87,0.31,2.13,5.00,0.31
298,94.14,2.980,0.000,-0.051,0.86,0.19,2.16,5.00,0.19
299,94.21,2.990,0.000,-0.051,0.86,0.16,2.12,5.00,0.16
300,94.27,3.000,0.000,-0.051,0.85,0.16,2.14,5.00,0.16
301,94.34,3.010,0.000,-0.051,0.84,0.17,2.11,5.00,0.17
302,94.40,3.020,0.000,-0.051,0.83,0.16,2.13,5.00,0.16
303,94.46,3.030,0.000,-0.051,0.83,0.17,2.09,5.00,0.17
304,94.53,3.040,0.000,-0.051,0.82,0.16,2.11,5.00,0.16
305,94.59,3.050,0.000,-0.051,0.81,0.16,2.11,5.00,0.16
306,94.66,3.060,0.000,-0.051,0.80,0.16,2.10,5.00,0.16
307,94.72,3.070,0.000,-0.051,0.81,0.17,2.07,5.00,0.17
308,94.78,3.080,0.000,-0.051,0.80,0.17,2.06,5.00,0.17
309,94.85,3.090,0.000,-0.051,0.79,0.16,2.05,5.00,0.16
310,94.91,3.100,0.000,-0.051,0.77,0.16,2.07,5.00,0.16
311,94.98,3.110,0.000,-0.051,0.78,0.17,2.04,5.00,0.17
312,95.04,3.120,0.000,-0.051,0.77,0.17,2.04,5.00,0.17
313,95.10,3.130,0.000,-0.051,0.76,0.17,2.03,5.00,0.17
314,95.17,3.140,0.000,-0.051,0.75,0.16,2.05,5.00,0.16
315,95.23,3.150,0.000,-0.051,0.75,0.16,2.01,5.00,0.16
316,95.30,3.160,0.000,-0.051,0.75,0.17,2.02,5.00,0.17
317,95.36,3.170,0.000,-0.051,0.73,0.16,2.00,5.00,0.16
318,95.42,3.180,0.000,-0.051,0.74,0.17,2.00,5.00,0.17
319,95.49,3.190,0.000,-0.051,0.73,0.17,1.99,5.00,0.17
320,95.55,3.200,0.000,-0.051,0.72,0.17,1.98,5.00,0.17
321,95.62,3.210,0.000,-0.051,0.71,0.17,1.97,5.00,0.17
322,95.68,3.220,0.000,-0.051,0.72,0.18,1.97,5.00,0.18
323,95.74,3.230,0.000,-0.051,0.70,0.17,1.96,5.00,0.17
324,95.81,3.240,0.000,-0.051,0.71,0.17,1.96,5.00,0.17
325,95.87,3.250,0.000,-0.051,0.71,0.17,1.96,5.00,0.17
326,95.94,3.260,0.000,-0.051,0.69,0.15,1.98,5.00,0.15
327,96.00,3.270,0.000,-0.051,0.71,0.17,1.97,5.00,0.17
328,96.06,3.280,0.000,-0.051,0.71,0.17,1.97,5.00,0.17
329,96.13,3.290,0.000,-0.051,0.71,0.17,2.00,5.00,0.17
330,96.19,3.300,0.000,-0.051,0.69,0.15,1.99,5.00,0.15
331,96.26,3.310,0.000,-0.051,0.70,0.16,1.99,5.00,0.16
332,96.32,3.320,0.000,-0.051,0.71,0.17,1.96,5.00,0.17
333,96.38,3.330,0.000,-0.051,0.71,0.17,2.00,5.00,0.17
334,96.45,3.340,0.000,-0.051,0.70,0.17,1.95,5.00,0.17
335,96.51,3.350,0.000,-0.051,0.69,0.17,1.98,5.00,0.17
336,96.58,3.360,0.000,-0.051,0.69,0.18,1.94,5.00,0.18
337,96.64,3.370,0.000,-0.051,0.69,0.18,1.93,5.00,0.18
338,96.70,3.380,0.000,-0.051,0.69,0.19,1.94,5.00,0.19
339,96.77,3.390,0.000,-0.051,0.66,0.16,1.94,5.00,0.16
340,96.83,3.400,0.000,-0.051,0.66,0.17,1.90,5.00,0.17
341,96.90,3.410,0.000,-0.051,0.65,0.17,1.93,5.00,0.17
342,96.96,3.420,0.000,-0.051,0.66,0.18,1.89,5.00,0.18
343,97.02,3.430,0.000,-0.051,0.65,0.18,1.89,5.00,0.18
344,97.09,3.440,0.000,-0.051,0.64,0.17,1.91,5.00,0.17
345,97.15,3.450,0.000,-0.051,0.63,0.17,1.90,5.00,0.17
346,97.22,3.460,0.000,-0.051,0.62,0.17,1.89,5.00,0.17
347,97.28,3.470,0.000,-0.051,0.62,0.17,1.84,5.00,0.17
348,97.34,3.480,0.000,-0.051,0.61,0.17,1.88,5.00,0.17
349,97.41,3.490,0.000,-0.051,0.62,0.17,1.89,5.00,0.17
350,97.47,3.500,0.000,-0.051,0.62,0.17,1.89,5.00,0.17
351,97.54,3.510,0.000,-0.051,0.63,0.18,1.86,5.00,0.18
352,97.60,3.520,0.000,-0.051,0.63,0.18,1.86,5.00,0.18
353,97.66,3.530,0.000,-0.051,0.61,0.17,1.88,5.00,0.17
354,97.73,3.540,0.000,-0.051,0.62,0.17,1.88,5.00,0.17
